Container, 0, 0, 0, 2.8218, 2.8218, 0
Container, 0, ROOT, 0, 2.8218, 2.8218, root
Container, root, PROCESS, 0.00482845, 2.8218, 2.81697, rank3
State, rank3, STATE, 0.004830, 0.004830, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.004831, 0.004832, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.004901, 0.026120, 0.021219, 0.000000, MPI_Recv
State, rank3, STATE, 0.026122, 0.046527, 0.020405, 0.000000, MPI_Bcast
State, rank3, STATE, 1.723420, 1.724492, 0.001071, 0.000000, MPI_Send
State, rank3, STATE, 1.724958, 2.821797, 1.096840, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 2.82133, 2.82133, rank2
State, rank2, STATE, 0.000002, 0.000003, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000068, 0.024959, 0.024892, 0.000000, MPI_Recv
State, rank2, STATE, 0.024961, 0.046382, 0.021422, 0.000000, MPI_Bcast
State, rank2, STATE, 1.372300, 1.373114, 0.000814, 0.000000, MPI_Send
State, rank2, STATE, 1.373437, 2.821329, 1.447892, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00377488, 2.82161, 2.81783, rank1
State, rank1, STATE, 0.003776, 0.003776, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.003777, 0.003778, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.004817, 0.023488, 0.018671, 0.000000, MPI_Recv
State, rank1, STATE, 0.023490, 0.038985, 0.015495, 0.000000, MPI_Bcast
State, rank1, STATE, 1.678800, 1.679991, 0.001191, 0.000000, MPI_Send
State, rank1, STATE, 1.680459, 2.821608, 1.141149, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00162959, 2.82157, 2.81994, rank0
State, rank0, STATE, 0.001632, 0.001633, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.001633, 0.001636, 0.000002, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.020368, 0.020373, 0.000005, 0.000000, MPI_Wtime
State, rank0, STATE, 0.020423, 0.022358, 0.001936, 0.000000, MPI_Send
State, rank0, STATE, 0.022360, 0.023487, 0.001128, 0.000000, MPI_Send
State, rank0, STATE, 0.023488, 0.024800, 0.001312, 0.000000, MPI_Send
State, rank0, STATE, 0.027687, 0.031500, 0.003813, 0.000000, MPI_Bcast
State, rank0, STATE, 1.810721, 1.811701, 0.000980, 0.000000, MPI_Recv
State, rank0, STATE, 1.811701, 1.812580, 0.000879, 0.000000, MPI_Recv
State, rank0, STATE, 1.812580, 1.813385, 0.000805, 0.000000, MPI_Recv
State, rank0, STATE, 1.813386, 1.813387, 0.000001, 0.000000, MPI_Wtime
State, rank0, STATE, 1.814282, 2.821574, 1.007292, 0.000000, MPI_Finalize
