Container, 0, 0, 0, 2.12068, 2.12068, 0
Container, 0, ROOT, 0, 2.12068, 2.12068, root
Container, root, PROCESS, 0.000447035, 2.12068, 2.12023, rank7
State, rank7, STATE, 0.000448, 0.000448, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.000448, 0.000449, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.000495, 0.000849, 0.000353, 0.000000, MPI_Irecv
State, rank7, STATE, 0.000862, 0.019741, 0.018879, 0.000000, MPI_Wait
State, rank7, STATE, 0.019771, 0.038160, 0.018389, 0.000000, MPI_Wait
State, rank7, STATE, 1.046439, 1.047352, 0.000914, 0.000000, MPI_Isend
State, rank7, STATE, 1.047396, 1.047422, 0.000026, 0.000000, MPI_Wait
State, rank7, STATE, 1.047733, 2.120678, 1.072945, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00263381, 2.12029, 2.11766, rank6
State, rank6, STATE, 0.002635, 0.002635, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.002635, 0.002636, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.002685, 0.003040, 0.000355, 0.000000, MPI_Irecv
State, rank6, STATE, 0.003048, 0.019244, 0.016196, 0.000000, MPI_Wait
State, rank6, STATE, 0.019277, 0.032285, 0.013008, 0.000000, MPI_Wait
State, rank6, STATE, 1.096812, 1.097422, 0.000611, 0.000000, MPI_Isend
State, rank6, STATE, 1.097456, 1.097476, 0.000020, 0.000000, MPI_Wait
State, rank6, STATE, 1.097790, 2.120293, 1.022503, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00211668, 2.12061, 2.11849, rank5
State, rank5, STATE, 0.002118, 0.002119, 0.000001, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.002120, 0.002134, 0.000014, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.002228, 0.002754, 0.000527, 0.000000, MPI_Irecv
State, rank5, STATE, 0.002766, 0.018814, 0.016047, 0.000000, MPI_Wait
State, rank5, STATE, 0.018836, 0.035794, 0.016958, 0.000000, MPI_Wait
State, rank5, STATE, 0.846282, 0.847014, 0.000732, 0.000000, MPI_Isend
State, rank5, STATE, 0.847065, 0.847087, 0.000022, 0.000000, MPI_Wait
State, rank5, STATE, 0.847536, 2.120610, 1.273074, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00365519, 2.12037, 2.11671, rank4
