Container, 0, 0, 0, 20.6869, 20.6869, 0
Container, 0, ROOT, 0, 20.6869, 20.6869, root
Container, root, PROCESS, 0.000560045, 20.6869, 20.6863, rank1
State, rank1, STATE, 0.000561, 0.000562, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.000562, 0.000563, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.000633, 0.001104, 0.000471, 0.000000, MPI_Irecv
State, rank1, STATE, 0.001120, 0.051012, 0.049892, 0.000000, MPI_Wait
State, rank1, STATE, 0.052814, 0.060943, 0.008129, 0.000000, MPI_Wait
State, rank1, STATE, 19.672734, 19.676517, 0.003783, 0.000000, MPI_Isend
State, rank1, STATE, 19.676567, 19.676592, 0.000025, 0.000000, MPI_Wait
State, rank1, STATE, 19.677284, 20.686890, 1.009606, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 20.6869, 20.6869, rank0
State, rank0, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.035820, 0.035828, 0.000008, 0.000000, MPI_Wtime
State, rank0, STATE, 0.035836, 0.039274, 0.003438, 0.000000, MPI_Isend
State, rank0, STATE, 0.048443, 0.060084, 0.011640, 0.000000, MPI_Wait
State, rank0, STATE, 19.654235, 19.654360, 0.000125, 0.000000, MPI_Irecv
State, rank0, STATE, 19.654376, 19.676711, 0.022335, 0.000000, MPI_Wait
State, rank0, STATE, 19.676711, 19.676721, 0.000010, 0.000000, MPI_Wtime
State, rank0, STATE, 19.677744, 20.686912, 1.009168, 0.000000, MPI_Finalize
