Container, 0, 0, 0, 2.75329, 2.75329, 0
Container, 0, ROOT, 0, 2.75329, 2.75329, root
Container, root, PROCESS, 0.00178862, 2.75308, 2.75129, rank3
State, rank3, STATE, 0.001791, 0.001791, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.001791, 0.001793, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.001903, 0.023834, 0.021931, 0.000000, MPI_Recv
State, rank3, STATE, 0.023837, 0.047101, 0.023264, 0.000000, MPI_Bcast
State, rank3, STATE, 1.704634, 1.705602, 0.000968, 0.000000, MPI_Send
State, rank3, STATE, 1.705978, 2.753083, 1.047104, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 2.75314, 2.75314, rank2
State, rank2, STATE, 0.000002, 0.000003, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000062, 0.022145, 0.022083, 0.000000, MPI_Recv
State, rank2, STATE, 0.022146, 0.045920, 0.023774, 0.000000, MPI_Bcast
State, rank2, STATE, 1.370824, 1.371639, 0.000815, 0.000000, MPI_Send
State, rank2, STATE, 1.371990, 2.753139, 1.381149, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000583172, 2.75309, 2.7525, rank1
State, rank1, STATE, 0.000585, 0.000585, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.000586, 0.000587, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.000648, 0.021637, 0.020989, 0.000000, MPI_Recv
State, rank1, STATE, 0.021640, 0.040513, 0.018874, 0.000000, MPI_Bcast
State, rank1, STATE, 1.740586, 1.741720, 0.001134, 0.000000, MPI_Send
State, rank1, STATE, 1.742195, 2.753085, 1.010890, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00119591, 2.75329, 2.75209, rank0
State, rank0, STATE, 0.001197, 0.001198, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.001198, 0.001199, 0.000001, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.017806, 0.017817, 0.000011, 0.000000, MPI_Wtime
State, rank0, STATE, 0.017852, 0.019660, 0.001808, 0.000000, MPI_Send
State, rank0, STATE, 0.019661, 0.020720, 0.001059, 0.000000, MPI_Send
State, rank0, STATE, 0.020720, 0.021936, 0.001216, 0.000000, MPI_Send
State, rank0, STATE, 0.024438, 0.031286, 0.006848, 0.000000, MPI_Bcast
State, rank0, STATE, 1.666423, 1.742371, 0.075948, 0.000000, MPI_Recv
State, rank0, STATE, 1.742372, 1.743737, 0.001365, 0.000000, MPI_Recv
State, rank0, STATE, 1.743737, 1.744681, 0.000944, 0.000000, MPI_Recv
State, rank0, STATE, 1.744682, 1.744683, 0.000001, 0.000000, MPI_Wtime
State, rank0, STATE, 1.745671, 2.753287, 1.007616, 0.000000, MPI_Finalize
