Container, 0, 0, 0, 5.90296, 5.90296, 0
Container, 0, ROOT, 0, 5.90296, 5.90296, root
Container, root, PROCESS, 0.00414634, 5.90178, 5.89763, rank7
State, rank7, STATE, 0.004148, 0.004148, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.004149, 0.004158, 0.000009, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.004236, 0.041756, 0.037520, 0.000000, MPI_Scatter
State, rank7, STATE, 0.041758, 0.084511, 0.042753, 0.000000, MPI_Bcast
State, rank7, STATE, 4.777414, 4.793718, 0.016304, 0.000000, MPI_Gather
State, rank7, STATE, 4.794027, 5.901780, 1.107753, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0029521, 5.9025, 5.89955, rank6
State, rank6, STATE, 0.002954, 0.002954, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.002955, 0.002956, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.003025, 0.040444, 0.037420, 0.000000, MPI_Scatter
State, rank6, STATE, 0.040445, 0.082387, 0.041942, 0.000000, MPI_Bcast
State, rank6, STATE, 4.789784, 4.888503, 0.098719, 0.000000, MPI_Gather
State, rank6, STATE, 4.888801, 5.902503, 1.013703, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00176883, 5.90243, 5.90066, rank5
State, rank5, STATE, 0.001770, 0.001770, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.001770, 0.001771, 0.000000, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.001816, 0.039664, 0.037848, 0.000000, MPI_Scatter
State, rank5, STATE, 0.039665, 0.078946, 0.039280, 0.000000, MPI_Bcast
State, rank5, STATE, 4.885037, 4.887044, 0.002007, 0.000000, MPI_Gather
State, rank5, STATE, 4.887520, 5.902432, 1.014912, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 5.90184, 5.90184, rank4
State, rank4, STATE, 0.000001, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.000002, 0.000004, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.000048, 0.038339, 0.038291, 0.000000, MPI_Scatter
State, rank4, STATE, 0.038341, 0.077122, 0.038781, 0.000000, MPI_Bcast
State, rank4, STATE, 4.791507, 4.892653, 0.101147, 0.000000, MPI_Gather
State, rank4, STATE, 4.893051, 5.901843, 1.008792, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00233579, 5.90247, 5.90013, rank3
State, rank3, STATE, 0.002337, 0.002337, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.002337, 0.002338, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.002387, 0.037916, 0.035529, 0.000000, MPI_Scatter
State, rank3, STATE, 0.037917, 0.074928, 0.037011, 0.000000, MPI_Bcast
State, rank3, STATE, 4.856903, 4.858875, 0.001971, 0.000000, MPI_Gather
State, rank3, STATE, 4.859422, 5.902467, 1.043045, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00110507, 5.90183, 5.90072, rank2
State, rank2, STATE, 0.001106, 0.001107, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.001107, 0.001108, 0.000001, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.001151, 0.037600, 0.036449, 0.000000, MPI_Scatter
State, rank2, STATE, 0.037603, 0.074976, 0.037373, 0.000000, MPI_Bcast
State, rank2, STATE, 4.796201, 4.860731, 0.064529, 0.000000, MPI_Gather
State, rank2, STATE, 4.861016, 5.901829, 1.040813, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00359487, 5.90242, 5.89883, rank1
State, rank1, STATE, 0.003596, 0.003597, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.003597, 0.003598, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.003651, 0.035537, 0.031886, 0.000000, MPI_Scatter
State, rank1, STATE, 0.035538, 0.060026, 0.024488, 0.000000, MPI_Bcast
State, rank1, STATE, 4.754874, 4.756357, 0.001483, 0.000000, MPI_Gather
State, rank1, STATE, 4.756783, 5.902422, 1.145638, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000552416, 5.90296, 5.90241, rank0
State, rank0, STATE, 0.000553, 0.000553, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.000554, 0.000555, 0.000001, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.031098, 0.031103, 0.000006, 0.000000, MPI_Wtime
State, rank0, STATE, 0.031111, 0.040584, 0.009473, 0.000000, MPI_Scatter
State, rank0, STATE, 0.040590, 0.084191, 0.043601, 0.000000, MPI_Bcast
State, rank0, STATE, 4.786564, 4.892516, 0.105952, 0.000000, MPI_Gather
State, rank0, STATE, 4.892516, 4.892517, 0.000001, 0.000000, MPI_Wtime
State, rank0, STATE, 4.893749, 5.902961, 1.009212, 0.000000, MPI_Finalize
