Container, 0, 0, 0, 1.16674, 1.16674, 0
Container, 0, ROOT, 0, 1.16674, 1.16674, root
Container, root, PROCESS, 0.00283742, 1.16575, 1.16291, rank7
State, rank7, STATE, 0.002839, 0.002839, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.002840, 0.002841, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.002919, 0.007490, 0.004571, 0.000000, MPI_Recv
State, rank7, STATE, 0.007491, 0.013004, 0.005513, 0.000000, MPI_Bcast
State, rank7, STATE, 0.157040, 0.157164, 0.000124, 0.000000, MPI_Send
State, rank7, STATE, 0.157299, 1.165751, 1.008453, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00154352, 1.16573, 1.16419, rank6
State, rank6, STATE, 0.001544, 0.001544, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.001545, 0.001545, 0.000000, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.001589, 0.007232, 0.005643, 0.000000, MPI_Recv
State, rank6, STATE, 0.007233, 0.012538, 0.005305, 0.000000, MPI_Bcast
State, rank6, STATE, 0.159035, 0.159185, 0.000150, 0.000000, MPI_Send
State, rank6, STATE, 0.159375, 1.165734, 1.006359, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00335288, 1.1667, 1.16335, rank5
State, rank5, STATE, 0.003354, 0.003354, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.003355, 0.003356, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.003445, 0.006980, 0.003536, 0.000000, MPI_Recv
State, rank5, STATE, 0.006982, 0.011719, 0.004738, 0.000000, MPI_Bcast
State, rank5, STATE, 0.140204, 0.140341, 0.000136, 0.000000, MPI_Send
State, rank5, STATE, 0.140498, 1.166703, 1.026205, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000432253, 1.16564, 1.16521, rank4
State, rank4, STATE, 0.000433, 0.000434, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.000434, 0.000435, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.000485, 0.006717, 0.006231, 0.000000, MPI_Recv
State, rank4, STATE, 0.006718, 0.011275, 0.004557, 0.000000, MPI_Bcast
State, rank4, STATE, 0.139898, 0.140051, 0.000154, 0.000000, MPI_Send
State, rank4, STATE, 0.140197, 1.165641, 1.025445, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0024209, 1.16674, 1.16432, rank3
State, rank3, STATE, 0.002422, 0.002422, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.002423, 0.002423, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.002464, 0.006319, 0.003855, 0.000000, MPI_Recv
State, rank3, STATE, 0.006320, 0.010017, 0.003697, 0.000000, MPI_Bcast
State, rank3, STATE, 0.115897, 0.116014, 0.000117, 0.000000, MPI_Send
State, rank3, STATE, 0.116153, 1.166739, 1.050586, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000967026, 1.16666, 1.16569, rank2
State, rank2, STATE, 0.000968, 0.000968, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000968, 0.000969, 0.000000, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.001024, 0.006099, 0.005075, 0.000000, MPI_Recv
State, rank2, STATE, 0.006100, 0.009416, 0.003315, 0.000000, MPI_Bcast
