Container, 0, 0, 0, 3.60373, 3.60373, 0
Container, 0, ROOT, 0, 3.60373, 3.60373, root
Container, root, PROCESS, 0.0101392, 3.60233, 3.59219, rank9
State, rank9, STATE, 0.010141, 0.010141, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.010141, 0.010142, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.010189, 0.040496, 0.030308, 0.000000, MPI_Scatter
State, rank9, STATE, 0.040497, 0.092815, 0.052317, 0.000000, MPI_Bcast
State, rank9, STATE, 1.739075, 1.739818, 0.000743, 0.000000, MPI_Gather
State, rank9, STATE, 1.740084, 3.602331, 1.862247, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00753379, 3.6025, 3.59497, rank8
State, rank8, STATE, 0.007535, 0.007536, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.007537, 0.007538, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.007616, 0.040061, 0.032444, 0.000000, MPI_Scatter
State, rank8, STATE, 0.040062, 0.092679, 0.052617, 0.000000, MPI_Bcast
State, rank8, STATE, 2.512653, 2.581971, 0.069318, 0.000000, MPI_Gather
State, rank8, STATE, 2.582257, 3.602500, 1.020243, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0035739, 3.60078, 3.59721, rank7
State, rank7, STATE, 0.003575, 0.003575, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.003576, 0.003581, 0.000005, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.003628, 0.039117, 0.035489, 0.000000, MPI_Scatter
State, rank7, STATE, 0.039118, 0.098136, 0.059018, 0.000000, MPI_Bcast
State, rank7, STATE, 1.715162, 1.715745, 0.000583, 0.000000, MPI_Gather
State, rank7, STATE, 1.716023, 3.600780, 1.884757, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00866747, 3.60264, 3.59397, rank6
State, rank6, STATE, 0.008669, 0.008670, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.008670, 0.008672, 0.000002, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.008748, 0.039082, 0.030334, 0.000000, MPI_Scatter
State, rank6, STATE, 0.039084, 0.095067, 0.055983, 0.000000, MPI_Bcast
State, rank6, STATE, 2.541931, 2.544108, 0.002177, 0.000000, MPI_Gather
State, rank6, STATE, 2.544358, 3.602636, 1.058278, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000899553, 3.60278, 3.60188, rank5
State, rank5, STATE, 0.000901, 0.000901, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.000901, 0.000902, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.000941, 0.038431, 0.037490, 0.000000, MPI_Scatter
State, rank5, STATE, 0.038433, 0.098045, 0.059612, 0.000000, MPI_Bcast
State, rank5, STATE, 2.555949, 2.556579, 0.000629, 0.000000, MPI_Gather
State, rank5, STATE, 2.556920, 3.602784, 1.045865, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00400162, 3.60101, 3.597, rank4
State, rank4, STATE, 0.004003, 0.004003, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.004003, 0.004004, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.004045, 0.037610, 0.033566, 0.000000, MPI_Scatter
State, rank4, STATE, 0.037611, 0.091549, 0.053938, 0.000000, MPI_Bcast
State, rank4, STATE, 1.734514, 2.558764, 0.824250, 0.000000, MPI_Gather
State, rank4, STATE, 2.559060, 3.601005, 1.041945, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00450802, 3.60373, 3.59922, rank3
State, rank3, STATE, 0.004510, 0.004510, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.004511, 0.004512, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.004579, 0.037481, 0.032902, 0.000000, MPI_Scatter
State, rank3, STATE, 0.037482, 0.099416, 0.061934, 0.000000, MPI_Bcast
State, rank3, STATE, 2.577808, 2.578582, 0.000773, 0.000000, MPI_Gather
State, rank3, STATE, 2.578835, 3.603730, 1.024895, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0105567, 3.60326, 3.5927, rank23
State, rank23, STATE, 0.010558, 0.010559, 0.000000, 0.000000, MPI_Comm_rank
State, rank23, STATE, 0.010559, 0.010561, 0.000001, 0.000000, MPI_Comm_size
State, rank23, STATE, 0.010657, 0.047566, 0.036909, 0.000000, MPI_Scatter
State, rank23, STATE, 0.047568, 0.094851, 0.047283, 0.000000, MPI_Bcast
State, rank23, STATE, 1.743935, 1.744671, 0.000736, 0.000000, MPI_Gather
State, rank23, STATE, 1.744951, 3.603256, 1.858305, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.008075, 3.60235, 3.59428, rank22
State, rank22, STATE, 0.008076, 0.008076, 0.000000, 0.000000, MPI_Comm_rank
State, rank22, STATE, 0.008077, 0.008077, 0.000001, 0.000000, MPI_Comm_size
State, rank22, STATE, 0.008135, 0.046998, 0.038863, 0.000000, MPI_Scatter
State, rank22, STATE, 0.046999, 0.090910, 0.043911, 0.000000, MPI_Bcast
State, rank22, STATE, 2.526593, 2.528485, 0.001892, 0.000000, MPI_Gather
State, rank22, STATE, 2.528732, 3.602355, 1.073623, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00652576, 3.60373, 3.5972, rank21
State, rank21, STATE, 0.006527, 0.006528, 0.000000, 0.000000, MPI_Comm_rank
State, rank21, STATE, 0.006528, 0.006529, 0.000001, 0.000000, MPI_Comm_size
State, rank21, STATE, 0.006596, 0.046449, 0.039853, 0.000000, MPI_Scatter
State, rank21, STATE, 0.046452, 0.091056, 0.044604, 0.000000, MPI_Bcast
State, rank21, STATE, 1.726314, 1.726995, 0.000682, 0.000000, MPI_Gather
State, rank21, STATE, 1.727303, 3.603726, 1.876423, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00968051, 3.60305, 3.59337, rank20
State, rank20, STATE, 0.009682, 0.009682, 0.000000, 0.000000, MPI_Comm_rank
State, rank20, STATE, 0.009682, 0.009683, 0.000001, 0.000000, MPI_Comm_size
State, rank20, STATE, 0.009744, 0.046006, 0.036262, 0.000000, MPI_Scatter
State, rank20, STATE, 0.046007, 0.091809, 0.045802, 0.000000, MPI_Bcast
State, rank20, STATE, 1.753765, 2.529878, 0.776112, 0.000000, MPI_Gather
State, rank20, STATE, 2.530106, 3.603055, 1.072949, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 3.60298, 3.60298, rank2
State, rank2, STATE, 0.000001, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000002, 0.000004, 0.000001, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000046, 0.036940, 0.036893, 0.000000, MPI_Scatter
State, rank2, STATE, 0.036942, 0.093627, 0.056685, 0.000000, MPI_Bcast
State, rank2, STATE, 2.496761, 2.579259, 0.082498, 0.000000, MPI_Gather
State, rank2, STATE, 2.579502, 3.602978, 1.023477, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000422716, 3.60253, 3.60211, rank19
