Container, 0, 0, 0, 1.12298, 1.12298, 0
Container, 0, ROOT, 0, 1.12298, 1.12298, root
Container, root, PROCESS, 0.00595665, 1.1219, 1.11594, rank9
State, rank9, STATE, 0.005958, 0.005958, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.005959, 0.005960, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.006024, 0.019679, 0.013654, 0.000000, MPI_Scatter
State, rank9, STATE, 0.019680, 0.027662, 0.007982, 0.000000, MPI_Bcast
State, rank9, STATE, 0.103253, 0.103359, 0.000106, 0.000000, MPI_Gather
State, rank9, STATE, 0.103490, 1.121897, 1.018408, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00434756, 1.12298, 1.11864, rank8
State, rank8, STATE, 0.004348, 0.004349, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.004349, 0.004350, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.004385, 0.019279, 0.014893, 0.000000, MPI_Scatter
State, rank8, STATE, 0.019279, 0.026592, 0.007313, 0.000000, MPI_Bcast
State, rank8, STATE, 0.079440, 0.114153, 0.034713, 0.000000, MPI_Gather
State, rank8, STATE, 0.114325, 1.122984, 1.008660, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00215817, 1.12228, 1.12012, rank7
State, rank7, STATE, 0.002159, 0.002159, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.002160, 0.002160, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.002198, 0.018978, 0.016780, 0.000000, MPI_Scatter
State, rank7, STATE, 0.018979, 0.026549, 0.007570, 0.000000, MPI_Bcast
State, rank7, STATE, 0.080075, 0.080162, 0.000087, 0.000000, MPI_Gather
State, rank7, STATE, 0.080304, 1.122278, 1.041975, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0026381, 1.12116, 1.11852, rank6
State, rank6, STATE, 0.002639, 0.002639, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.002639, 0.002640, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.002674, 0.018685, 0.016011, 0.000000, MPI_Scatter
State, rank6, STATE, 0.018686, 0.026637, 0.007951, 0.000000, MPI_Bcast
State, rank6, STATE, 0.079960, 0.080390, 0.000430, 0.000000, MPI_Gather
State, rank6, STATE, 0.080500, 1.121161, 1.040660, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00155759, 1.12246, 1.12091, rank5
State, rank5, STATE, 0.001559, 0.001559, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.001559, 0.001560, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.001599, 0.018394, 0.016795, 0.000000, MPI_Scatter
State, rank5, STATE, 0.018395, 0.027199, 0.008804, 0.000000, MPI_Bcast
State, rank5, STATE, 0.080449, 0.080531, 0.000082, 0.000000, MPI_Gather
State, rank5, STATE, 0.080662, 1.122463, 1.041801, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00551891, 1.12208, 1.11656, rank4
State, rank4, STATE, 0.005520, 0.005520, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.005520, 0.005521, 0.000000, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.005563, 0.018042, 0.012479, 0.000000, MPI_Scatter
