Container, 0, 0, 0, 2.62494, 2.62494, 0
Container, 0, ROOT, 0, 2.62494, 2.62494, root
Container, root, PROCESS, 0.008847, 2.62286, 2.61401, rank95
State, rank95, STATE, 0.008848, 0.008848, 0.000000, 0.000000, MPI_Comm_rank
State, rank95, STATE, 0.008849, 0.008850, 0.000001, 0.000000, MPI_Comm_size
State, rank95, STATE, 0.008901, 0.217703, 0.208802, 0.000000, MPI_Recv
State, rank95, STATE, 0.217704, 0.815199, 0.597495, 0.000000, MPI_Bcast
State, rank95, STATE, 1.214942, 1.262826, 0.047884, 0.000000, MPI_Send
State, rank95, STATE, 1.263048, 2.622858, 1.359810, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00541377, 2.62153, 2.61611, rank94
State, rank94, STATE, 0.005415, 0.005415, 0.000000, 0.000000, MPI_Comm_rank
State, rank94, STATE, 0.005415, 0.005416, 0.000001, 0.000000, MPI_Comm_size
State, rank94, STATE, 0.005459, 0.180912, 0.175453, 0.000000, MPI_Recv
State, rank94, STATE, 0.180914, 0.815295, 0.634382, 0.000000, MPI_Bcast
State, rank94, STATE, 1.448880, 1.494853, 0.045973, 0.000000, MPI_Send
State, rank94, STATE, 1.495191, 2.621528, 1.126338, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00736666, 2.62297, 2.61561, rank93
State, rank93, STATE, 0.007368, 0.007368, 0.000000, 0.000000, MPI_Comm_rank
State, rank93, STATE, 0.007368, 0.007369, 0.000001, 0.000000, MPI_Comm_size
State, rank93, STATE, 0.007416, 0.179043, 0.171627, 0.000000, MPI_Recv
State, rank93, STATE, 0.179044, 0.803109, 0.624066, 0.000000, MPI_Bcast
State, rank93, STATE, 1.544806, 1.590816, 0.046010, 0.000000, MPI_Send
State, rank93, STATE, 1.591083, 2.622974, 1.031891, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0057888, 2.623, 2.61722, rank92
State, rank92, STATE, 0.005790, 0.005791, 0.000001, 0.000000, MPI_Comm_rank
State, rank92, STATE, 0.005791, 0.005792, 0.000001, 0.000000, MPI_Comm_size
State, rank92, STATE, 0.005870, 0.177511, 0.171641, 0.000000, MPI_Recv
State, rank92, STATE, 0.177513, 0.814979, 0.637466, 0.000000, MPI_Bcast
State, rank92, STATE, 1.565933, 1.603161, 0.037228, 0.000000, MPI_Send
State, rank92, STATE, 1.603469, 2.623004, 1.019535, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00810623, 2.62462, 2.61651, rank91
State, rank91, STATE, 0.008107, 0.008107, 0.000000, 0.000000, MPI_Comm_rank
State, rank91, STATE, 0.008108, 0.008108, 0.000001, 0.000000, MPI_Comm_size
State, rank91, STATE, 0.008180, 0.175793, 0.167612, 0.000000, MPI_Recv
State, rank91, STATE, 0.175794, 0.806980, 0.631186, 0.000000, MPI_Bcast
State, rank91, STATE, 1.438101, 1.482801, 0.044700, 0.000000, MPI_Send
State, rank91, STATE, 1.483021, 2.624620, 1.141599, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00205588, 2.62494, 2.62289, rank90
State, rank90, STATE, 0.002057, 0.002057, 0.000000, 0.000000, MPI_Comm_rank
State, rank90, STATE, 0.002057, 0.002058, 0.000001, 0.000000, MPI_Comm_size
State, rank90, STATE, 0.002110, 0.174091, 0.171981, 0.000000, MPI_Recv
State, rank90, STATE, 0.174092, 0.799382, 0.625290, 0.000000, MPI_Bcast
State, rank90, STATE, 1.528767, 1.570798, 0.042031, 0.000000, MPI_Send
State, rank90, STATE, 1.571043, 2.624943, 1.053900, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0131958, 2.62119, 2.60799, rank9
State, rank9, STATE, 0.013197, 0.013198, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.013198, 0.013208, 0.000010, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.013284, 0.032468, 0.019184, 0.000000, MPI_Recv
State, rank9, STATE, 0.032469, 0.305251, 0.272782, 0.000000, MPI_Bcast
State, rank9, STATE, 1.028426, 1.028692, 0.000265, 0.000000, MPI_Send
State, rank9, STATE, 1.028907, 2.621186, 1.592279, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00662255, 2.62428, 2.61766, rank89
State, rank89, STATE, 0.006624, 0.006625, 0.000000, 0.000000, MPI_Comm_rank
State, rank89, STATE, 0.006625, 0.006626, 0.000001, 0.000000, MPI_Comm_size
