Container, 0, 0, 0, 20.7362, 20.7362, 0
Container, 0, ROOT, 0, 20.7362, 20.7362, root
Container, root, PROCESS, 0.00127459, 20.7362, 20.7349, rank1
State, rank1, STATE, 0.001276, 0.001276, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.001276, 0.001277, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.001340, 0.042567, 0.041227, 0.000000, MPI_Recv
State, rank1, STATE, 0.042571, 0.060668, 0.018097, 0.000000, MPI_Bcast
State, rank1, STATE, 19.703058, 19.726704, 0.023646, 0.000000, MPI_Send
State, rank1, STATE, 19.727267, 20.736187, 1.008920, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 20.7362, 20.7362, rank0
State, rank0, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.035582, 0.035599, 0.000016, 0.000000, MPI_Wtime
State, rank0, STATE, 0.035649, 0.041249, 0.005600, 0.000000, MPI_Send
State, rank0, STATE, 0.050926, 0.059988, 0.009062, 0.000000, MPI_Bcast
State, rank0, STATE, 19.724018, 19.727876, 0.003857, 0.000000, MPI_Recv
State, rank0, STATE, 19.727876, 19.727877, 0.000000, 0.000000, MPI_Wtime
State, rank0, STATE, 19.728862, 20.736186, 1.007324, 0.000000, MPI_Finalize
