nodes,tipo,size,nproc,rep,rank,inicio,fim,duracao,funcao
1,coletiva,1000,16,1,rank9,0.006653,0.006654,0.000001,MPI_Comm_rank
1,coletiva,1000,16,1,rank9,0.006654,0.006655,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank9,0.006719,0.027008,0.020289,MPI_Scatter
1,coletiva,1000,16,1,rank9,0.027009,0.049222,0.022213,MPI_Bcast
1,coletiva,1000,16,1,rank9,0.708328,0.708911,0.000584,MPI_Gather
1,coletiva,1000,16,1,rank9,0.709088,1.874655,1.165566,MPI_Finalize
1,coletiva,1000,16,1,rank8,0.002903,0.002904,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank8,0.002904,0.002905,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank8,0.002954,0.026212,0.023258,MPI_Scatter
1,coletiva,1000,16,1,rank8,0.026214,0.044473,0.018260,MPI_Bcast
1,coletiva,1000,16,1,rank8,0.538611,0.864155,0.325544,MPI_Gather
1,coletiva,1000,16,1,rank8,0.864336,1.875234,1.010898,MPI_Finalize
1,coletiva,1000,16,1,rank7,0.000466,0.000466,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank7,0.000467,0.000467,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank7,0.000507,0.026117,0.025610,MPI_Scatter
1,coletiva,1000,16,1,rank7,0.026118,0.049635,0.023517,MPI_Bcast
1,coletiva,1000,16,1,rank7,0.859157,0.859646,0.000489,MPI_Gather
1,coletiva,1000,16,1,rank7,0.859814,1.874523,1.014709,MPI_Finalize
1,coletiva,1000,16,1,rank6,0.005667,0.005668,0.000001,MPI_Comm_rank
1,coletiva,1000,16,1,rank6,0.005668,0.005669,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank6,0.005730,0.025688,0.019958,MPI_Scatter
1,coletiva,1000,16,1,rank6,0.025689,0.049775,0.024086,MPI_Bcast
1,coletiva,1000,16,1,rank6,0.627484,0.860380,0.232896,MPI_Gather
1,coletiva,1000,16,1,rank6,0.860666,1.875491,1.014825,MPI_Finalize
1,coletiva,1000,16,1,rank5,0.007586,0.007586,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank5,0.007587,0.007588,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank5,0.007653,0.025244,0.017590,MPI_Scatter
1,coletiva,1000,16,1,rank5,0.025245,0.048962,0.023717,MPI_Bcast
1,coletiva,1000,16,1,rank5,0.791142,0.791786,0.000644,MPI_Gather
1,coletiva,1000,16,1,rank5,0.791965,1.876609,1.084645,MPI_Finalize
1,coletiva,1000,16,1,rank4,0.002301,0.002301,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank4,0.002301,0.002301,0.000000,MPI_Comm_size
1,coletiva,1000,16,1,rank4,0.002341,0.024835,0.022494,MPI_Scatter
1,coletiva,1000,16,1,rank4,0.024836,0.049484,0.024648,MPI_Bcast
1,coletiva,1000,16,1,rank4,0.679127,0.862429,0.183302,MPI_Gather
1,coletiva,1000,16,1,rank4,0.862616,1.874465,1.011849,MPI_Finalize
1,coletiva,1000,16,1,rank3,0.001398,0.001399,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank3,0.001399,0.001399,0.000000,MPI_Comm_size
1,coletiva,1000,16,1,rank3,0.001442,0.024036,0.022593,MPI_Scatter
1,coletiva,1000,16,1,rank3,0.024036,0.044954,0.020917,MPI_Bcast
1,coletiva,1000,16,1,rank3,0.588286,0.588576,0.000289,MPI_Gather
1,coletiva,1000,16,1,rank3,0.588754,1.875875,1.287121,MPI_Finalize
1,coletiva,1000,16,1,rank2,0.006103,0.006104,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank2,0.006104,0.006104,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank2,0.006147,0.023633,0.017486,MPI_Scatter
1,coletiva,1000,16,1,rank2,0.023634,0.045361,0.021727,MPI_Bcast
1,coletiva,1000,16,1,rank2,0.586352,0.589155,0.002803,MPI_Gather
1,coletiva,1000,16,1,rank2,0.589274,1.873652,1.284378,MPI_Finalize
1,coletiva,1000,16,1,rank15,0.000001,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank15,0.000002,0.000004,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank15,0.000048,0.029031,0.028982,MPI_Scatter
1,coletiva,1000,16,1,rank15,0.029032,0.047507,0.018475,MPI_Bcast
1,coletiva,1000,16,1,rank15,0.541839,0.542169,0.000330,MPI_Gather
1,coletiva,1000,16,1,rank15,0.542368,1.873448,1.331079,MPI_Finalize
1,coletiva,1000,16,1,rank14,0.000934,0.000934,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank14,0.000934,0.000935,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank14,0.000978,0.028651,0.027673,MPI_Scatter
1,coletiva,1000,16,1,rank14,0.028652,0.046332,0.017680,MPI_Bcast
1,coletiva,1000,16,1,rank14,0.592816,0.594576,0.001760,MPI_Gather
1,coletiva,1000,16,1,rank14,0.594721,1.873997,1.279276,MPI_Finalize
1,coletiva,1000,16,1,rank13,0.004030,0.004030,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank13,0.004030,0.004031,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank13,0.004072,0.028553,0.024481,MPI_Scatter
1,coletiva,1000,16,1,rank13,0.028554,0.050917,0.022362,MPI_Bcast
1,coletiva,1000,16,1,rank13,0.802628,0.803151,0.000523,MPI_Gather
1,coletiva,1000,16,1,rank13,0.803422,1.874486,1.071064,MPI_Finalize
1,coletiva,1000,16,1,rank12,0.004543,0.004543,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank12,0.004544,0.004544,0.000000,MPI_Comm_size
1,coletiva,1000,16,1,rank12,0.004587,0.028153,0.023566,MPI_Scatter
1,coletiva,1000,16,1,rank12,0.028155,0.048522,0.020367,MPI_Bcast
1,coletiva,1000,16,1,rank12,0.611134,0.804487,0.193353,MPI_Gather
1,coletiva,1000,16,1,rank12,0.804626,1.875877,1.071252,MPI_Finalize
1,coletiva,1000,16,1,rank11,0.005126,0.005127,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank11,0.005127,0.005128,0.000000,MPI_Comm_size
1,coletiva,1000,16,1,rank11,0.005170,0.027400,0.022230,MPI_Scatter
1,coletiva,1000,16,1,rank11,0.027401,0.046589,0.019189,MPI_Bcast
1,coletiva,1000,16,1,rank11,0.592885,0.593416,0.000531,MPI_Gather
1,coletiva,1000,16,1,rank11,0.593596,1.875821,1.282225,MPI_Finalize
1,coletiva,1000,16,1,rank10,0.003486,0.003487,0.000001,MPI_Comm_rank
1,coletiva,1000,16,1,rank10,0.003487,0.003488,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank10,0.003559,0.027295,0.023736,MPI_Scatter
1,coletiva,1000,16,1,rank10,0.027297,0.048951,0.021655,MPI_Bcast
1,coletiva,1000,16,1,rank10,0.859876,0.861456,0.001580,MPI_Gather
1,coletiva,1000,16,1,rank10,0.861613,1.874427,1.012814,MPI_Finalize
1,coletiva,1000,16,1,rank1,0.001772,0.001772,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank1,0.001772,0.001773,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank1,0.001812,0.023230,0.021418,MPI_Scatter
1,coletiva,1000,16,1,rank1,0.023231,0.046407,0.023176,MPI_Bcast
1,coletiva,1000,16,1,rank1,0.601017,0.601347,0.000330,MPI_Gather
1,coletiva,1000,16,1,rank1,0.601632,1.873593,1.271961,MPI_Finalize
1,coletiva,1000,16,1,rank0,0.007164,0.007165,0.000000,MPI_Comm_rank
1,coletiva,1000,16,1,rank0,0.007165,0.007166,0.000001,MPI_Comm_size
1,coletiva,1000,16,1,rank0,0.021663,0.021673,0.000010,MPI_Wtime
1,coletiva,1000,16,1,rank0,0.021678,0.028713,0.007035,MPI_Scatter
1,coletiva,1000,16,1,rank0,0.028715,0.045798,0.017082,MPI_Bcast
1,coletiva,1000,16,1,rank0,0.534064,0.864290,0.330227,MPI_Gather
1,coletiva,1000,16,1,rank0,0.864291,0.864293,0.000002,MPI_Wtime
1,coletiva,1000,16,1,rank0,0.864868,1.874613,1.009744,MPI_Finalize
1,coletiva,1000,16,2,rank9,0.005919,0.005919,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank9,0.005920,0.005921,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank9,0.005994,0.021183,0.015188,MPI_Scatter
1,coletiva,1000,16,2,rank9,0.021185,0.044791,0.023607,MPI_Bcast
1,coletiva,1000,16,2,rank9,0.949055,0.949672,0.000617,MPI_Gather
1,coletiva,1000,16,2,rank9,0.949853,1.969033,1.019181,MPI_Finalize
1,coletiva,1000,16,2,rank8,0.000381,0.000381,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank8,0.000382,0.000382,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank8,0.000424,0.020867,0.020442,MPI_Scatter
1,coletiva,1000,16,2,rank8,0.020869,0.043036,0.022168,MPI_Bcast
1,coletiva,1000,16,2,rank8,0.867393,0.952028,0.084635,MPI_Gather
1,coletiva,1000,16,2,rank8,0.952180,1.968275,1.016095,MPI_Finalize
1,coletiva,1000,16,2,rank7,0.002955,0.002955,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank7,0.002955,0.002956,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank7,0.002997,0.020465,0.017469,MPI_Scatter
1,coletiva,1000,16,2,rank7,0.020467,0.044364,0.023897,MPI_Bcast
1,coletiva,1000,16,2,rank7,0.955490,0.956017,0.000526,MPI_Gather
1,coletiva,1000,16,2,rank7,0.956201,1.969103,1.012902,MPI_Finalize
1,coletiva,1000,16,2,rank6,0.002500,0.002500,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank6,0.002501,0.002501,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank6,0.002579,0.020156,0.017576,MPI_Scatter
1,coletiva,1000,16,2,rank6,0.020158,0.046006,0.025848,MPI_Bcast
1,coletiva,1000,16,2,rank6,0.915316,0.957043,0.041727,MPI_Gather
1,coletiva,1000,16,2,rank6,0.957207,1.970762,1.013556,MPI_Finalize
1,coletiva,1000,16,2,rank5,0.005014,0.005015,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank5,0.005015,0.005016,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank5,0.005063,0.019505,0.014442,MPI_Scatter
1,coletiva,1000,16,2,rank5,0.019506,0.042780,0.023273,MPI_Bcast
1,coletiva,1000,16,2,rank5,0.608690,0.609306,0.000617,MPI_Gather
1,coletiva,1000,16,2,rank5,0.609485,1.970217,1.360733,MPI_Finalize
1,coletiva,1000,16,2,rank4,0.000821,0.000822,0.000001,MPI_Comm_rank
1,coletiva,1000,16,2,rank4,0.000822,0.000823,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank4,0.000866,0.019432,0.018566,MPI_Scatter
1,coletiva,1000,16,2,rank4,0.019435,0.044684,0.025249,MPI_Bcast
1,coletiva,1000,16,2,rank4,0.636683,0.958001,0.321319,MPI_Gather
1,coletiva,1000,16,2,rank4,0.958151,1.968227,1.010075,MPI_Finalize
1,coletiva,1000,16,2,rank3,0.006838,0.006839,0.000001,MPI_Comm_rank
1,coletiva,1000,16,2,rank3,0.006840,0.006842,0.000002,MPI_Comm_size
1,coletiva,1000,16,2,rank3,0.006944,0.019040,0.012096,MPI_Scatter
1,coletiva,1000,16,2,rank3,0.019042,0.045666,0.026624,MPI_Bcast
1,coletiva,1000,16,2,rank3,0.706316,0.706936,0.000620,MPI_Gather
1,coletiva,1000,16,2,rank3,0.707139,1.969110,1.261971,MPI_Finalize
1,coletiva,1000,16,2,rank2,0.001254,0.001254,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank2,0.001254,0.001260,0.000005,MPI_Comm_size
1,coletiva,1000,16,2,rank2,0.001307,0.018588,0.017282,MPI_Scatter
1,coletiva,1000,16,2,rank2,0.018591,0.045358,0.026767,MPI_Bcast
1,coletiva,1000,16,2,rank2,0.651800,0.707793,0.055993,MPI_Gather
1,coletiva,1000,16,2,rank2,0.707934,1.968081,1.260146,MPI_Finalize
1,coletiva,1000,16,2,rank15,0.006335,0.006335,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank15,0.006335,0.006336,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank15,0.006396,0.023295,0.016899,MPI_Scatter
1,coletiva,1000,16,2,rank15,0.023297,0.047474,0.024177,MPI_Bcast
1,coletiva,1000,16,2,rank15,0.573294,0.573551,0.000257,MPI_Gather
1,coletiva,1000,16,2,rank15,0.573722,1.966867,1.393145,MPI_Finalize
1,coletiva,1000,16,2,rank14,0.003995,0.003995,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank14,0.003996,0.003997,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank14,0.004047,0.022674,0.018627,MPI_Scatter
1,coletiva,1000,16,2,rank14,0.022675,0.043727,0.021053,MPI_Bcast
1,coletiva,1000,16,2,rank14,0.398664,0.574106,0.175442,MPI_Gather
1,coletiva,1000,16,2,rank14,0.574236,1.966834,1.392597,MPI_Finalize
1,coletiva,1000,16,2,rank13,0.003462,0.003463,0.000001,MPI_Comm_rank
1,coletiva,1000,16,2,rank13,0.003463,0.003464,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank13,0.003535,0.022588,0.019053,MPI_Scatter
1,coletiva,1000,16,2,rank13,0.022590,0.045671,0.023081,MPI_Bcast
1,coletiva,1000,16,2,rank13,0.638079,0.638413,0.000334,MPI_Gather
1,coletiva,1000,16,2,rank13,0.638594,1.969029,1.330435,MPI_Finalize
1,coletiva,1000,16,2,rank12,0.001713,0.001713,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank12,0.001714,0.001715,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank12,0.001782,0.022215,0.020433,MPI_Scatter
1,coletiva,1000,16,2,rank12,0.022217,0.044532,0.022315,MPI_Bcast
1,coletiva,1000,16,2,rank12,0.927625,0.929868,0.002243,MPI_Gather
1,coletiva,1000,16,2,rank12,0.930021,1.968278,1.038257,MPI_Finalize
1,coletiva,1000,16,2,rank11,0.004530,0.004531,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank11,0.004531,0.004532,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank11,0.004606,0.021879,0.017273,MPI_Scatter
1,coletiva,1000,16,2,rank11,0.021881,0.045357,0.023476,MPI_Bcast
1,coletiva,1000,16,2,rank11,0.651825,0.652152,0.000327,MPI_Gather
1,coletiva,1000,16,2,rank11,0.652343,1.967608,1.315265,MPI_Finalize
1,coletiva,1000,16,2,rank10,0.000001,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank10,0.000003,0.000004,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank10,0.000049,0.021541,0.021492,MPI_Scatter
1,coletiva,1000,16,2,rank10,0.021544,0.044981,0.023438,MPI_Bcast
1,coletiva,1000,16,2,rank10,0.901657,0.903787,0.002131,MPI_Gather
1,coletiva,1000,16,2,rank10,0.903941,1.969053,1.065112,MPI_Finalize
1,coletiva,1000,16,2,rank1,0.005495,0.005495,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank1,0.005496,0.005496,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank1,0.005545,0.017911,0.012367,MPI_Scatter
1,coletiva,1000,16,2,rank1,0.017912,0.041539,0.023627,MPI_Bcast
1,coletiva,1000,16,2,rank1,0.400275,0.400602,0.000327,MPI_Gather
1,coletiva,1000,16,2,rank1,0.400779,1.967490,1.566711,MPI_Finalize
1,coletiva,1000,16,2,rank0,0.002039,0.002040,0.000000,MPI_Comm_rank
1,coletiva,1000,16,2,rank0,0.002040,0.002041,0.000001,MPI_Comm_size
1,coletiva,1000,16,2,rank0,0.016289,0.016294,0.000005,MPI_Wtime
1,coletiva,1000,16,2,rank0,0.016298,0.022682,0.006384,MPI_Scatter
1,coletiva,1000,16,2,rank0,0.022685,0.043221,0.020535,MPI_Bcast
1,coletiva,1000,16,2,rank0,0.606021,0.959054,0.353033,MPI_Gather
1,coletiva,1000,16,2,rank0,0.959055,0.959055,0.000001,MPI_Wtime
1,coletiva,1000,16,2,rank0,0.959520,1.968898,1.009378,MPI_Finalize
1,coletiva,1000,1,1,rank0,0.000003,0.000003,0.000000,MPI_Comm_rank
1,coletiva,1000,1,1,rank0,0.000004,0.000020,0.000016,MPI_Comm_size
1,coletiva,1000,1,1,rank0,0.017367,0.017373,0.000005,MPI_Wtime
1,coletiva,1000,1,1,rank0,0.017380,0.022197,0.004817,MPI_Scatter
1,coletiva,1000,1,1,rank0,0.022201,0.022204,0.000003,MPI_Bcast
1,coletiva,1000,1,1,rank0,5.318358,5.320839,0.002481,MPI_Gather
1,coletiva,1000,1,1,rank0,5.320839,5.320850,0.000010,MPI_Wtime
1,coletiva,1000,1,1,rank0,5.321654,6.328943,1.007289,MPI_Finalize
1,coletiva,1000,1,2,rank0,0.000002,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,1,2,rank0,0.000003,0.000005,0.000002,MPI_Comm_size
1,coletiva,1000,1,2,rank0,0.017145,0.017156,0.000011,MPI_Wtime
1,coletiva,1000,1,2,rank0,0.017163,0.022082,0.004919,MPI_Scatter
1,coletiva,1000,1,2,rank0,0.022086,0.022089,0.000002,MPI_Bcast
1,coletiva,1000,1,2,rank0,5.317594,5.320524,0.002931,MPI_Gather
1,coletiva,1000,1,2,rank0,5.320525,5.320537,0.000012,MPI_Wtime
1,coletiva,1000,1,2,rank0,5.321402,6.328585,1.007183,MPI_Finalize
1,coletiva,1000,2,1,rank1,0.000002,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,2,1,rank1,0.000003,0.000004,0.000001,MPI_Comm_size
1,coletiva,1000,2,1,rank1,0.000067,0.025315,0.025248,MPI_Scatter
1,coletiva,1000,2,1,rank1,0.025317,0.030358,0.005041,MPI_Bcast
1,coletiva,1000,2,1,rank1,2.680690,2.701233,0.020544,MPI_Gather
1,coletiva,1000,2,1,rank1,2.701736,3.710997,1.009260,MPI_Finalize
1,coletiva,1000,2,1,rank0,0.000578,0.000579,0.000000,MPI_Comm_rank
1,coletiva,1000,2,1,rank0,0.000579,0.000580,0.000001,MPI_Comm_size
1,coletiva,1000,2,1,rank0,0.018194,0.018199,0.000005,MPI_Wtime
1,coletiva,1000,2,1,rank0,0.018205,0.023875,0.005669,MPI_Scatter
1,coletiva,1000,2,1,rank0,0.023880,0.028842,0.004962,MPI_Bcast
1,coletiva,1000,2,1,rank0,2.699157,2.703331,0.004174,MPI_Gather
1,coletiva,1000,2,1,rank0,2.703331,2.703332,0.000001,MPI_Wtime
1,coletiva,1000,2,1,rank0,2.704094,3.711297,1.007203,MPI_Finalize
1,coletiva,1000,2,2,rank1,0.000562,0.000562,0.000000,MPI_Comm_rank
1,coletiva,1000,2,2,rank1,0.000563,0.000564,0.000001,MPI_Comm_size
1,coletiva,1000,2,2,rank1,0.000626,0.025129,0.024503,MPI_Scatter
1,coletiva,1000,2,2,rank1,0.025131,0.030334,0.005203,MPI_Bcast
1,coletiva,1000,2,2,rank1,2.717627,2.721885,0.004258,MPI_Gather
1,coletiva,1000,2,2,rank1,2.722383,3.733386,1.011003,MPI_Finalize
1,coletiva,1000,2,2,rank0,0.000002,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,2,2,rank0,0.000003,0.000004,0.000001,MPI_Comm_size
1,coletiva,1000,2,2,rank0,0.017722,0.017726,0.000005,MPI_Wtime
1,coletiva,1000,2,2,rank0,0.017734,0.023252,0.005518,MPI_Scatter
1,coletiva,1000,2,2,rank0,0.023257,0.028907,0.005650,MPI_Bcast
1,coletiva,1000,2,2,rank0,2.719848,2.724807,0.004959,MPI_Gather
1,coletiva,1000,2,2,rank0,2.724808,2.724808,0.000001,MPI_Wtime
1,coletiva,1000,2,2,rank0,2.725624,3.733582,1.007958,MPI_Finalize
1,coletiva,1000,32,1,rank9,0.000001,0.000002,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank9,0.000003,0.000003,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank9,0.000049,0.033879,0.033830,MPI_Scatter
1,coletiva,1000,32,1,rank9,0.033880,0.141608,0.107728,MPI_Bcast
1,coletiva,1000,32,1,rank9,0.668363,0.668940,0.000577,MPI_Gather
1,coletiva,1000,32,1,rank9,0.669200,1.713248,1.044048,MPI_Finalize
1,coletiva,1000,32,1,rank8,0.010868,0.010868,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank8,0.010869,0.010870,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank8,0.010958,0.033481,0.022523,MPI_Scatter
1,coletiva,1000,32,1,rank8,0.033483,0.146534,0.113051,MPI_Bcast
1,coletiva,1000,32,1,rank8,0.670247,0.680354,0.010107,MPI_Gather
1,coletiva,1000,32,1,rank8,0.680506,1.713950,1.033444,MPI_Finalize
1,coletiva,1000,32,1,rank7,0.011212,0.011213,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank7,0.011213,0.011220,0.000007,MPI_Comm_size
1,coletiva,1000,32,1,rank7,0.011272,0.033098,0.021826,MPI_Scatter
1,coletiva,1000,32,1,rank7,0.033099,0.124721,0.091622,MPI_Bcast
1,coletiva,1000,32,1,rank7,0.646247,0.647197,0.000949,MPI_Gather
1,coletiva,1000,32,1,rank7,0.647469,1.711226,1.063757,MPI_Finalize
1,coletiva,1000,32,1,rank6,0.010510,0.010510,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank6,0.010511,0.010512,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank6,0.010555,0.032599,0.022044,MPI_Scatter
1,coletiva,1000,32,1,rank6,0.032600,0.118388,0.085788,MPI_Bcast
1,coletiva,1000,32,1,rank6,0.398849,0.647775,0.248926,MPI_Gather
1,coletiva,1000,32,1,rank6,0.647971,1.712741,1.064769,MPI_Finalize
1,coletiva,1000,32,1,rank5,0.005135,0.005136,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank5,0.005136,0.005146,0.000010,MPI_Comm_size
1,coletiva,1000,32,1,rank5,0.005228,0.032359,0.027132,MPI_Scatter
1,coletiva,1000,32,1,rank5,0.032361,0.119711,0.087350,MPI_Bcast
1,coletiva,1000,32,1,rank5,0.653725,0.654338,0.000613,MPI_Gather
1,coletiva,1000,32,1,rank5,0.654589,1.713570,1.058980,MPI_Finalize
1,coletiva,1000,32,1,rank4,0.013904,0.013904,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank4,0.013904,0.013905,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank4,0.013959,0.031726,0.017767,MPI_Scatter
1,coletiva,1000,32,1,rank4,0.031727,0.122599,0.090873,MPI_Bcast
1,coletiva,1000,32,1,rank4,0.407660,0.655481,0.247820,MPI_Gather
1,coletiva,1000,32,1,rank4,0.655798,1.711502,1.055704,MPI_Finalize
1,coletiva,1000,32,1,rank31,0.011886,0.011886,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank31,0.011887,0.011888,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank31,0.011968,0.103946,0.091978,MPI_Scatter
1,coletiva,1000,32,1,rank31,0.103947,0.163805,0.059857,MPI_Bcast
1,coletiva,1000,32,1,rank31,0.684692,0.685574,0.000882,MPI_Gather
1,coletiva,1000,32,1,rank31,0.685770,1.713042,1.027272,MPI_Finalize
1,coletiva,1000,32,1,rank30,0.006167,0.006168,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank30,0.006168,0.006170,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank30,0.006238,0.042564,0.036326,MPI_Scatter
1,coletiva,1000,32,1,rank30,0.042566,0.157373,0.114807,MPI_Bcast
1,coletiva,1000,32,1,rank30,0.682487,0.685963,0.003476,MPI_Gather
1,coletiva,1000,32,1,rank30,0.686108,1.712648,1.026540,MPI_Finalize
1,coletiva,1000,32,1,rank3,0.008893,0.008893,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank3,0.008893,0.008894,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank3,0.008938,0.031459,0.022521,MPI_Scatter
1,coletiva,1000,32,1,rank3,0.031461,0.134978,0.103517,MPI_Bcast
1,coletiva,1000,32,1,rank3,0.584975,0.585462,0.000487,MPI_Gather
1,coletiva,1000,32,1,rank3,0.585646,1.710924,1.125278,MPI_Finalize
1,coletiva,1000,32,1,rank29,0.001447,0.001448,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank29,0.001448,0.001449,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank29,0.001493,0.042150,0.040657,MPI_Scatter
1,coletiva,1000,32,1,rank29,0.042152,0.156672,0.114520,MPI_Bcast
1,coletiva,1000,32,1,rank29,0.680662,0.681201,0.000539,MPI_Gather
1,coletiva,1000,32,1,rank29,0.681460,1.713735,1.032275,MPI_Finalize
1,coletiva,1000,32,1,rank28,0.011555,0.011555,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank28,0.011556,0.011557,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank28,0.011601,0.041604,0.030002,MPI_Scatter
1,coletiva,1000,32,1,rank28,0.041604,0.161874,0.120270,MPI_Bcast
1,coletiva,1000,32,1,rank28,0.441374,0.687338,0.245964,MPI_Gather
1,coletiva,1000,32,1,rank28,0.687514,1.713403,1.025888,MPI_Finalize
1,coletiva,1000,32,1,rank27,0.009336,0.009336,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank27,0.009337,0.009338,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank27,0.009379,0.041221,0.031841,MPI_Scatter
1,coletiva,1000,32,1,rank27,0.041222,0.152978,0.111756,MPI_Bcast
1,coletiva,1000,32,1,rank27,0.440540,0.679530,0.238990,MPI_Gather
1,coletiva,1000,32,1,rank27,0.679860,1.712584,1.032725,MPI_Finalize
1,coletiva,1000,32,1,rank26,0.008469,0.008469,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank26,0.008469,0.008470,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank26,0.008516,0.040928,0.032412,MPI_Scatter
1,coletiva,1000,32,1,rank26,0.040929,0.152064,0.111135,MPI_Bcast
1,coletiva,1000,32,1,rank26,0.678548,0.679862,0.001314,MPI_Gather
1,coletiva,1000,32,1,rank26,0.679996,1.713579,1.033583,MPI_Finalize
1,coletiva,1000,32,1,rank25,0.013246,0.013247,0.000001,MPI_Comm_rank
1,coletiva,1000,32,1,rank25,0.013248,0.013249,0.000001,MPI_Comm_size
1,coletiva,1000,32,1,rank25,0.013320,0.040643,0.027323,MPI_Scatter
1,coletiva,1000,32,1,rank25,0.040645,0.151695,0.111051,MPI_Bcast
1,coletiva,1000,32,1,rank25,0.685728,0.686350,0.000622,MPI_Gather
1,coletiva,1000,32,1,rank25,0.686648,1.713293,1.026644,MPI_Finalize
1,coletiva,1000,32,1,rank24,0.005649,0.005649,0.000000,MPI_Comm_rank
1,coletiva,1000,32,1,rank24,0.005650,0.005654,0.000005,MPI_Comm_size
1,coletiva,1000,32,1,rank24,0.005698,0.039999,0.034301,MPI_Scatter
1,coletiva,1000,32,1,rank24,0.040001,0.152610,0.112609,MPI_Bcast
1,coletiva,1000,32,1,rank24,0.428364,0.688675,0.260310,MPI_Gather
