Container, 0, 0, 0, 1.15006, 1.15006, 0
Container, 0, ROOT, 0, 1.15006, 1.15006, root
Container, root, PROCESS, 0.0129862, 1.14953, 1.13655, rank9
State, rank9, STATE, 0.012987, 0.012988, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.012988, 0.012989, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.013053, 0.016894, 0.003841, 0.000000, MPI_Scatter
State, rank9, STATE, 0.016895, 0.058700, 0.041805, 0.000000, MPI_Bcast
State, rank9, STATE, 0.135954, 0.136042, 0.000087, 0.000000, MPI_Gather
State, rank9, STATE, 0.136172, 1.149532, 1.013361, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0112987, 1.14882, 1.13752, rank8
State, rank8, STATE, 0.011300, 0.011301, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.011301, 0.011302, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.011555, 0.016666, 0.005111, 0.000000, MPI_Scatter
State, rank8, STATE, 0.016667, 0.060427, 0.043760, 0.000000, MPI_Bcast
State, rank8, STATE, 0.137669, 0.138488, 0.000819, 0.000000, MPI_Gather
State, rank8, STATE, 0.138615, 1.148820, 1.010205, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0121725, 1.14926, 1.13708, rank7
State, rank7, STATE, 0.012174, 0.012174, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.012174, 0.012175, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.012218, 0.016376, 0.004157, 0.000000, MPI_Scatter
State, rank7, STATE, 0.016376, 0.058998, 0.042622, 0.000000, MPI_Bcast
State, rank7, STATE, 0.088104, 0.133866, 0.045762, 0.000000, MPI_Gather
State, rank7, STATE, 0.134005, 1.149257, 1.015252, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00780511, 1.14857, 1.14076, rank6
State, rank6, STATE, 0.007806, 0.007807, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.007807, 0.007808, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.007875, 0.016242, 0.008367, 0.000000, MPI_Scatter
State, rank6, STATE, 0.016243, 0.058785, 0.042542, 0.000000, MPI_Bcast
State, rank6, STATE, 0.133604, 0.133992, 0.000388, 0.000000, MPI_Gather
State, rank6, STATE, 0.134146, 1.148568, 1.014422, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0139203, 1.14867, 1.13475, rank5
State, rank5, STATE, 0.013922, 0.013923, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.013923, 0.013925, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.013997, 0.016018, 0.002021, 0.000000, MPI_Scatter
State, rank5, STATE, 0.016019, 0.057770, 0.041751, 0.000000, MPI_Bcast
State, rank5, STATE, 0.131488, 0.131582, 0.000094, 0.000000, MPI_Gather
State, rank5, STATE, 0.131759, 1.148672, 1.016913, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0117445, 1.15006, 1.13832, rank4
State, rank4, STATE, 0.011745, 0.011746, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.011746, 0.011747, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.011788, 0.015725, 0.003937, 0.000000, MPI_Scatter
State, rank4, STATE, 0.015727, 0.058317, 0.042591, 0.000000, MPI_Bcast
State, rank4, STATE, 0.131509, 0.134202, 0.002694, 0.000000, MPI_Gather
State, rank4, STATE, 0.134318, 1.150064, 1.015746, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00575924, 1.14854, 1.14278, rank31
State, rank31, STATE, 0.005760, 0.005761, 0.000000, 0.000000, MPI_Comm_rank
State, rank31, STATE, 0.005761, 0.005762, 0.000001, 0.000000, MPI_Comm_size
State, rank31, STATE, 0.005801, 0.051726, 0.045925, 0.000000, MPI_Scatter
State, rank31, STATE, 0.051728, 0.062866, 0.011138, 0.000000, MPI_Bcast
State, rank31, STATE, 0.128507, 0.136490, 0.007982, 0.000000, MPI_Gather
State, rank31, STATE, 0.136613, 1.148540, 1.011926, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00537062, 1.14907, 1.14369, rank30
State, rank30, STATE, 0.005372, 0.005372, 0.000000, 0.000000, MPI_Comm_rank
State, rank30, STATE, 0.005372, 0.005373, 0.000001, 0.000000, MPI_Comm_size
State, rank30, STATE, 0.005408, 0.021494, 0.016086, 0.000000, MPI_Scatter
State, rank30, STATE, 0.021495, 0.062220, 0.040725, 0.000000, MPI_Bcast
State, rank30, STATE, 0.136238, 0.136644, 0.000407, 0.000000, MPI_Gather
State, rank30, STATE, 0.136823, 1.149065, 1.012242, 0.000000, MPI_Finalize
