Container, 0, 0, 0, 1.19824, 1.19824, 0
Container, 0, ROOT, 0, 1.19824, 1.19824, root
Container, root, PROCESS, 0.0151484, 1.19658, 1.18143, rank9
State, rank9, STATE, 0.015149, 0.015149, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.015150, 0.015150, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.015203, 0.063074, 0.047871, 0.000000, MPI_Recv
State, rank9, STATE, 0.063075, 0.099026, 0.035951, 0.000000, MPI_Bcast
State, rank9, STATE, 0.134621, 0.134667, 0.000046, 0.000000, MPI_Send
State, rank9, STATE, 0.134856, 1.196577, 1.061721, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0372288, 1.19804, 1.16081, rank8
State, rank8, STATE, 0.037230, 0.037230, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.037230, 0.037231, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.037277, 0.062779, 0.025501, 0.000000, MPI_Recv
State, rank8, STATE, 0.062780, 0.099587, 0.036807, 0.000000, MPI_Bcast
State, rank8, STATE, 0.130479, 0.130572, 0.000093, 0.000000, MPI_Send
State, rank8, STATE, 0.130779, 1.198038, 1.067259, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0126386, 1.19658, 1.18394, rank7
State, rank7, STATE, 0.012640, 0.012640, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.012640, 0.012641, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.012681, 0.062494, 0.049813, 0.000000, MPI_Recv
State, rank7, STATE, 0.062496, 0.100289, 0.037793, 0.000000, MPI_Bcast
State, rank7, STATE, 0.134883, 0.134927, 0.000045, 0.000000, MPI_Send
State, rank7, STATE, 0.135067, 1.196577, 1.061510, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0439677, 1.19602, 1.15205, rank63
State, rank63, STATE, 0.043969, 0.043969, 0.000001, 0.000000, MPI_Comm_rank
State, rank63, STATE, 0.043970, 0.043976, 0.000006, 0.000000, MPI_Comm_size
State, rank63, STATE, 0.044009, 0.089802, 0.045793, 0.000000, MPI_Recv
State, rank63, STATE, 0.089804, 0.141860, 0.052056, 0.000000, MPI_Bcast
State, rank63, STATE, 0.175605, 0.175659, 0.000055, 0.000000, MPI_Send
State, rank63, STATE, 0.175865, 1.196022, 1.020157, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0344982, 1.19582, 1.16133, rank62
State, rank62, STATE, 0.034499, 0.034499, 0.000000, 0.000000, MPI_Comm_rank
State, rank62, STATE, 0.034499, 0.034507, 0.000007, 0.000000, MPI_Comm_size
State, rank62, STATE, 0.034547, 0.089106, 0.054559, 0.000000, MPI_Recv
