Container, 0, 0, 0, 1.29807, 1.29807, 0
Container, 0, ROOT, 0, 1.29807, 1.29807, root
Container, root, PROCESS, 0.000555992, 1.29802, 1.29746, rank2
State, rank2, STATE, 0.000557, 0.000557, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000558, 0.000559, 0.000001, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000612, 0.001062, 0.000450, 0.000000, MPI_Irecv
State, rank2, STATE, 0.001073, 0.009193, 0.008120, 0.000000, MPI_Wait
State, rank2, STATE, 0.009214, 0.012390, 0.003176, 0.000000, MPI_Wait
State, rank2, STATE, 0.284091, 0.284328, 0.000236, 0.000000, MPI_Isend
State, rank2, STATE, 0.284332, 0.284340, 0.000007, 0.000000, MPI_Wait
State, rank2, STATE, 0.284504, 1.298018, 1.013513, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 1.29801, 1.29801, rank1
State, rank1, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.000003, 0.000005, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.000058, 0.000501, 0.000443, 0.000000, MPI_Irecv
State, rank1, STATE, 0.000517, 0.008630, 0.008113, 0.000000, MPI_Wait
State, rank1, STATE, 0.008653, 0.011493, 0.002840, 0.000000, MPI_Wait
State, rank1, STATE, 0.280098, 0.280228, 0.000130, 0.000000, MPI_Isend
State, rank1, STATE, 0.280233, 0.280236, 0.000004, 0.000000, MPI_Wait
State, rank1, STATE, 0.280451, 1.298008, 1.017556, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00115848, 1.29807, 1.29692, rank0
State, rank0, STATE, 0.001160, 0.001160, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.001161, 0.001168, 0.000007, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.007083, 0.007086, 0.000002, 0.000000, MPI_Wtime
State, rank0, STATE, 0.007089, 0.008184, 0.001096, 0.000000, MPI_Isend
State, rank0, STATE, 0.008197, 0.008706, 0.000509, 0.000000, MPI_Isend
State, rank0, STATE, 0.011682, 0.011697, 0.000015, 0.000000, MPI_Wait
State, rank0, STATE, 0.291220, 0.291248, 0.000028, 0.000000, MPI_Irecv
State, rank0, STATE, 0.291252, 0.291627, 0.000374, 0.000000, MPI_Wait
State, rank0, STATE, 0.291627, 0.291668, 0.000041, 0.000000, MPI_Irecv
State, rank0, STATE, 0.291671, 0.291943, 0.000272, 0.000000, MPI_Wait
State, rank0, STATE, 0.291943, 0.291944, 0.000000, 0.000000, MPI_Wtime
State, rank0, STATE, 0.292600, 1.298074, 1.005474, 0.000000, MPI_Finalize
