Container, 0, 0, 0, 1.40322, 1.40322, 0
Container, 0, ROOT, 0, 1.40322, 1.40322, root
Container, root, PROCESS, 0.000627518, 1.40322, 1.40259, rank1
State, rank1, STATE, 0.000628, 0.000629, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.000629, 0.000630, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.000681, 0.008549, 0.007868, 0.000000, MPI_Scatter
State, rank1, STATE, 0.008550, 0.009960, 0.001410, 0.000000, MPI_Bcast
State, rank1, STATE, 0.396797, 0.397231, 0.000434, 0.000000, MPI_Gather
State, rank1, STATE, 0.397434, 1.403219, 1.005786, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 1.40318, 1.40318, rank0
State, rank0, STATE, 0.000002, 0.000003, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.005641, 0.005644, 0.000003, 0.000000, MPI_Wtime
State, rank0, STATE, 0.005648, 0.007664, 0.002016, 0.000000, MPI_Scatter
State, rank0, STATE, 0.007666, 0.008612, 0.000947, 0.000000, MPI_Bcast
State, rank0, STATE, 0.387993, 0.397450, 0.009457, 0.000000, MPI_Gather
State, rank0, STATE, 0.397450, 0.397450, 0.000000, 0.000000, MPI_Wtime
State, rank0, STATE, 0.398082, 1.403180, 1.005098, 0.000000, MPI_Finalize
