Container, 0, 0, 0, 1.18024, 1.18024, 0
Container, 0, ROOT, 0, 1.18024, 1.18024, root
Container, root, PROCESS, 0.0176792, 1.18024, 1.16256, rank9
State, rank9, STATE, 0.017681, 0.017682, 0.000001, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.017682, 0.017692, 0.000010, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.017760, 0.021356, 0.003596, 0.000000, MPI_Recv
State, rank9, STATE, 0.021357, 0.107103, 0.085746, 0.000000, MPI_Bcast
State, rank9, STATE, 0.150844, 0.150903, 0.000059, 0.000000, MPI_Send
State, rank9, STATE, 0.151098, 1.180241, 1.029143, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00376654, 1.17963, 1.17586, rank8
State, rank8, STATE, 0.003767, 0.003768, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.003768, 0.003769, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.003808, 0.021046, 0.017238, 0.000000, MPI_Recv
State, rank8, STATE, 0.021047, 0.108403, 0.087355, 0.000000, MPI_Bcast
State, rank8, STATE, 0.158588, 0.158677, 0.000089, 0.000000, MPI_Send
State, rank8, STATE, 0.158877, 1.179631, 1.020754, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00149274, 1.17961, 1.17812, rank7
State, rank7, STATE, 0.001494, 0.001494, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.001494, 0.001495, 0.000000, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.001534, 0.020755, 0.019222, 0.000000, MPI_Recv
State, rank7, STATE, 0.020757, 0.108275, 0.087519, 0.000000, MPI_Bcast
State, rank7, STATE, 0.149674, 0.149753, 0.000079, 0.000000, MPI_Send
State, rank7, STATE, 0.149935, 1.179610, 1.029675, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 1.17936, 1.17936, rank6
State, rank6, STATE, 0.000001, 0.000001, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.000002, 0.000009, 0.000007, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.000056, 0.020397, 0.020341, 0.000000, MPI_Recv
State, rank6, STATE, 0.020398, 0.106198, 0.085800, 0.000000, MPI_Bcast
State, rank6, STATE, 0.126551, 0.126605, 0.000053, 0.000000, MPI_Send
State, rank6, STATE, 0.126738, 1.179356, 1.052618, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000499725, 1.17884, 1.17834, rank5
State, rank5, STATE, 0.000500, 0.000501, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.000501, 0.000502, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.000542, 0.020138, 0.019596, 0.000000, MPI_Recv
State, rank5, STATE, 0.020139, 0.104707, 0.084568, 0.000000, MPI_Bcast
State, rank5, STATE, 0.125053, 0.125137, 0.000084, 0.000000, MPI_Send
State, rank5, STATE, 0.125291, 1.178841, 1.053550, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00710654, 1.17708, 1.16998, rank47
State, rank47, STATE, 0.007108, 0.007108, 0.000001, 0.000000, MPI_Comm_rank
State, rank47, STATE, 0.007109, 0.007110, 0.000001, 0.000000, MPI_Comm_size
State, rank47, STATE, 0.007186, 0.099316, 0.092130, 0.000000, MPI_Recv
State, rank47, STATE, 0.099317, 0.130025, 0.030708, 0.000000, MPI_Bcast
State, rank47, STATE, 0.148273, 0.148323, 0.000050, 0.000000, MPI_Send
State, rank47, STATE, 0.148458, 1.177083, 1.028625, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00268102, 1.17607, 1.17339, rank46
State, rank46, STATE, 0.002682, 0.002682, 0.000000, 0.000000, MPI_Comm_rank
State, rank46, STATE, 0.002682, 0.002683, 0.000001, 0.000000, MPI_Comm_size
State, rank46, STATE, 0.002733, 0.098546, 0.095813, 0.000000, MPI_Recv
State, rank46, STATE, 0.098547, 0.129123, 0.030576, 0.000000, MPI_Bcast
State, rank46, STATE, 0.146301, 0.146344, 0.000043, 0.000000, MPI_Send
State, rank46, STATE, 0.146524, 1.176073, 1.029549, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00183344, 1.17626, 1.17443, rank45
State, rank45, STATE, 0.001835, 0.001835, 0.000000, 0.000000, MPI_Comm_rank
State, rank45, STATE, 0.001835, 0.001836, 0.000001, 0.000000, MPI_Comm_size
State, rank45, STATE, 0.001874, 0.097861, 0.095987, 0.000000, MPI_Recv
State, rank45, STATE, 0.097862, 0.128305, 0.030444, 0.000000, MPI_Bcast
State, rank45, STATE, 0.147498, 0.147553, 0.000056, 0.000000, MPI_Send
State, rank45, STATE, 0.147708, 1.176263, 1.028555, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00762272, 1.17644, 1.16882, rank44
State, rank44, STATE, 0.007624, 0.007624, 0.000000, 0.000000, MPI_Comm_rank
State, rank44, STATE, 0.007624, 0.007625, 0.000001, 0.000000, MPI_Comm_size
State, rank44, STATE, 0.007672, 0.097252, 0.089580, 0.000000, MPI_Recv
State, rank44, STATE, 0.097253, 0.129162, 0.031909, 0.000000, MPI_Bcast
State, rank44, STATE, 0.146306, 0.146347, 0.000041, 0.000000, MPI_Send
State, rank44, STATE, 0.146491, 1.176439, 1.029948, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00370979, 1.17653, 1.17282, rank43
State, rank43, STATE, 0.003711, 0.003711, 0.000000, 0.000000, MPI_Comm_rank
State, rank43, STATE, 0.003711, 0.003712, 0.000001, 0.000000, MPI_Comm_size
State, rank43, STATE, 0.003752, 0.096514, 0.092762, 0.000000, MPI_Recv
State, rank43, STATE, 0.096514, 0.129024, 0.032510, 0.000000, MPI_Bcast
State, rank43, STATE, 0.147414, 0.147471, 0.000057, 0.000000, MPI_Send
State, rank43, STATE, 0.147659, 1.176531, 1.028872, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00227237, 1.17628, 1.17401, rank42
State, rank42, STATE, 0.002274, 0.002274, 0.000000, 0.000000, MPI_Comm_rank
State, rank42, STATE, 0.002274, 0.002275, 0.000001, 0.000000, MPI_Comm_size
State, rank42, STATE, 0.002313, 0.095857, 0.093544, 0.000000, MPI_Recv
State, rank42, STATE, 0.095858, 0.128140, 0.032283, 0.000000, MPI_Bcast
State, rank42, STATE, 0.147422, 0.147479, 0.000057, 0.000000, MPI_Send
State, rank42, STATE, 0.147652, 1.176280, 1.028628, 0.000000, MPI_Finalize
Container, root, PROCESS, 5.0783e-05, 1.17608, 1.17603, rank41
State, rank41, STATE, 0.000052, 0.000053, 0.000000, 0.000000, MPI_Comm_rank
State, rank41, STATE, 0.000053, 0.000054, 0.000001, 0.000000, MPI_Comm_size
State, rank41, STATE, 0.000093, 0.094945, 0.094852, 0.000000, MPI_Recv
State, rank41, STATE, 0.094946, 0.127562, 0.032616, 0.000000, MPI_Bcast
State, rank41, STATE, 0.145151, 0.145198, 0.000047, 0.000000, MPI_Send
State, rank41, STATE, 0.145334, 1.176081, 1.030747, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00884032, 1.1775, 1.16866, rank40
State, rank40, STATE, 0.008841, 0.008842, 0.000000, 0.000000, MPI_Comm_rank
State, rank40, STATE, 0.008842, 0.008843, 0.000001, 0.000000, MPI_Comm_size
State, rank40, STATE, 0.008892, 0.094275, 0.085383, 0.000000, MPI_Recv
State, rank40, STATE, 0.094276, 0.128066, 0.033790, 0.000000, MPI_Bcast
State, rank40, STATE, 0.146489, 0.146534, 0.000045, 0.000000, MPI_Send
State, rank40, STATE, 0.146685, 1.177495, 1.030810, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0189819, 1.17961, 1.16063, rank4
State, rank4, STATE, 0.018983, 0.018984, 0.000001, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.018984, 0.018986, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.019068, 0.019888, 0.000820, 0.000000, MPI_Recv
State, rank4, STATE, 0.019890, 0.107202, 0.087312, 0.000000, MPI_Bcast
State, rank4, STATE, 0.159344, 0.159433, 0.000089, 0.000000, MPI_Send
State, rank4, STATE, 0.159600, 1.179611, 1.020011, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0050087, 1.17632, 1.17131, rank39
State, rank39, STATE, 0.005010, 0.005010, 0.000000, 0.000000, MPI_Comm_rank
State, rank39, STATE, 0.005010, 0.005011, 0.000000, 0.000000, MPI_Comm_size
State, rank39, STATE, 0.005056, 0.093611, 0.088555, 0.000000, MPI_Recv
State, rank39, STATE, 0.093611, 0.128211, 0.034599, 0.000000, MPI_Bcast
State, rank39, STATE, 0.147138, 0.147192, 0.000054, 0.000000, MPI_Send
State, rank39, STATE, 0.147345, 1.176316, 1.028971, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00989008, 1.17613, 1.16624, rank38
State, rank38, STATE, 0.009891, 0.009891, 0.000000, 0.000000, MPI_Comm_rank
State, rank38, STATE, 0.009892, 0.009892, 0.000001, 0.000000, MPI_Comm_size
State, rank38, STATE, 0.009946, 0.092917, 0.082971, 0.000000, MPI_Recv
State, rank38, STATE, 0.092918, 0.127334, 0.034416, 0.000000, MPI_Bcast
State, rank38, STATE, 0.144996, 0.145046, 0.000050, 0.000000, MPI_Send
State, rank38, STATE, 0.145169, 1.176133, 1.030964, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000666857, 1.1761, 1.17543, rank37
State, rank37, STATE, 0.000668, 0.000668, 0.000000, 0.000000, MPI_Comm_rank
State, rank37, STATE, 0.000668, 0.000669, 0.000001, 0.000000, MPI_Comm_size
State, rank37, STATE, 0.000714, 0.092179, 0.091465, 0.000000, MPI_Recv
State, rank37, STATE, 0.092180, 0.126603, 0.034422, 0.000000, MPI_Bcast
State, rank37, STATE, 0.143986, 0.144040, 0.000054, 0.000000, MPI_Send
State, rank37, STATE, 0.144186, 1.176102, 1.031916, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0031209, 1.17619, 1.17307, rank36
State, rank36, STATE, 0.003122, 0.003122, 0.000000, 0.000000, MPI_Comm_rank
State, rank36, STATE, 0.003122, 0.003123, 0.000000, 0.000000, MPI_Comm_size
State, rank36, STATE, 0.003164, 0.091451, 0.088286, 0.000000, MPI_Recv
State, rank36, STATE, 0.091451, 0.127383, 0.035931, 0.000000, MPI_Bcast
State, rank36, STATE, 0.146189, 0.146241, 0.000052, 0.000000, MPI_Send
