Container, 0, 0, 0, 2.64111, 2.64111, 0
Container, 0, ROOT, 0, 2.64111, 2.64111, root
Container, root, PROCESS, 0.00409889, 2.63628, 2.63218, rank95
State, rank95, STATE, 0.004100, 0.004101, 0.000000, 0.000000, MPI_Comm_rank
State, rank95, STATE, 0.004101, 0.004102, 0.000001, 0.000000, MPI_Comm_size
State, rank95, STATE, 0.004170, 0.206865, 0.202694, 0.000000, MPI_Scatter
State, rank95, STATE, 0.206866, 0.773282, 0.566415, 0.000000, MPI_Bcast
State, rank95, STATE, 1.503319, 1.505210, 0.001891, 0.000000, MPI_Gather
State, rank95, STATE, 1.505479, 2.636282, 1.130803, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00617075, 2.637, 2.63083, rank94
State, rank94, STATE, 0.006172, 0.006172, 0.000000, 0.000000, MPI_Comm_rank
State, rank94, STATE, 0.006172, 0.006173, 0.000000, 0.000000, MPI_Comm_size
State, rank94, STATE, 0.006213, 0.202385, 0.196172, 0.000000, MPI_Scatter
State, rank94, STATE, 0.202386, 0.765793, 0.563406, 0.000000, MPI_Bcast
State, rank94, STATE, 1.504730, 1.505522, 0.000791, 0.000000, MPI_Gather
State, rank94, STATE, 1.505669, 2.637000, 1.131330, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.012316, 2.637, 2.62469, rank93
State, rank93, STATE, 0.012317, 0.012318, 0.000000, 0.000000, MPI_Comm_rank
State, rank93, STATE, 0.012318, 0.012319, 0.000001, 0.000000, MPI_Comm_size
State, rank93, STATE, 0.012368, 0.175989, 0.163621, 0.000000, MPI_Scatter
State, rank93, STATE, 0.175990, 0.766055, 0.590065, 0.000000, MPI_Bcast
State, rank93, STATE, 1.497974, 1.498284, 0.000311, 0.000000, MPI_Gather
State, rank93, STATE, 1.498532, 2.637003, 1.138471, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00982952, 2.63867, 2.62884, rank92
State, rank92, STATE, 0.009830, 0.009830, 0.000000, 0.000000, MPI_Comm_rank
State, rank92, STATE, 0.009831, 0.009832, 0.000001, 0.000000, MPI_Comm_size
State, rank92, STATE, 0.009876, 0.174342, 0.164466, 0.000000, MPI_Scatter
State, rank92, STATE, 0.174343, 0.772143, 0.597800, 0.000000, MPI_Bcast
State, rank92, STATE, 1.171375, 1.506256, 0.334881, 0.000000, MPI_Gather
State, rank92, STATE, 1.506421, 2.638670, 1.132248, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00653553, 2.63656, 2.63003, rank91
State, rank91, STATE, 0.006536, 0.006537, 0.000000, 0.000000, MPI_Comm_rank
State, rank91, STATE, 0.006537, 0.006538, 0.000001, 0.000000, MPI_Comm_size
State, rank91, STATE, 0.006581, 0.172409, 0.165828, 0.000000, MPI_Scatter
