Container, 0, 0, 0, 1.90435, 1.90435, 0
Container, 0, ROOT, 0, 1.90435, 1.90435, root
Container, root, PROCESS, 0.00101423, 1.90425, 1.90324, rank9
State, rank9, STATE, 0.001015, 0.001015, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.001016, 0.001016, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.001068, 0.037096, 0.036028, 0.000000, MPI_Recv
State, rank9, STATE, 0.037097, 0.064397, 0.027300, 0.000000, MPI_Bcast
State, rank9, STATE, 0.822465, 0.822952, 0.000486, 0.000000, MPI_Send
State, rank9, STATE, 0.823208, 1.904252, 1.081044, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00276279, 1.90212, 1.89936, rank8
State, rank8, STATE, 0.002764, 0.002764, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.002764, 0.002765, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.002807, 0.036726, 0.033919, 0.000000, MPI_Recv
State, rank8, STATE, 0.036728, 0.063923, 0.027196, 0.000000, MPI_Bcast
State, rank8, STATE, 0.637338, 0.637649, 0.000311, 0.000000, MPI_Send
State, rank8, STATE, 0.638001, 1.902120, 1.264119, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00623226, 1.90435, 1.89812, rank7
State, rank7, STATE, 0.006233, 0.006233, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.006234, 0.006234, 0.000000, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.006290, 0.036359, 0.030068, 0.000000, MPI_Recv
State, rank7, STATE, 0.036360, 0.062625, 0.026265, 0.000000, MPI_Bcast
State, rank7, STATE, 0.816425, 0.816931, 0.000506, 0.000000, MPI_Send
State, rank7, STATE, 0.817187, 1.904353, 1.087166, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00405049, 1.90325, 1.8992, rank6
State, rank6, STATE, 0.004051, 0.004052, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.004052, 0.004053, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.004096, 0.035971, 0.031876, 0.000000, MPI_Recv
State, rank6, STATE, 0.035972, 0.062132, 0.026160, 0.000000, MPI_Bcast
State, rank6, STATE, 0.837876, 0.838335, 0.000459, 0.000000, MPI_Send
State, rank6, STATE, 0.838690, 1.903246, 1.064556, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0015285, 1.90404, 1.90251, rank5
State, rank5, STATE, 0.001529, 0.001530, 0.000000, 0.000000, MPI_Comm_rank
