Container, 0, 0, 0, 2.75524, 2.75524, 0
Container, 0, ROOT, 0, 2.75524, 2.75524, root
Container, root, PROCESS, 0.00920343, 2.7537, 2.7445, rank9
State, rank9, STATE, 0.009205, 0.009205, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.009205, 0.009206, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.009289, 0.035222, 0.025933, 0.000000, MPI_Recv
State, rank9, STATE, 0.035224, 0.160111, 0.124888, 0.000000, MPI_Bcast
State, rank9, STATE, 1.367779, 1.368104, 0.000325, 0.000000, MPI_Send
State, rank9, STATE, 1.368325, 2.753700, 1.385375, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00448108, 2.75524, 2.75076, rank8
State, rank8, STATE, 0.004482, 0.004482, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.004483, 0.004483, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.004532, 0.034838, 0.030307, 0.000000, MPI_Recv
State, rank8, STATE, 0.034841, 0.173659, 0.138819, 0.000000, MPI_Bcast
State, rank8, STATE, 1.692121, 1.692445, 0.000325, 0.000000, MPI_Send
State, rank8, STATE, 1.692648, 2.755243, 1.062595, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0147865, 2.75313, 2.73834, rank7
State, rank7, STATE, 0.014788, 0.014789, 0.000001, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.014789, 0.014790, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.014868, 0.034503, 0.019634, 0.000000, MPI_Recv
State, rank7, STATE, 0.034503, 0.170287, 0.135784, 0.000000, MPI_Bcast
State, rank7, STATE, 1.376159, 1.376538, 0.000379, 0.000000, MPI_Send
State, rank7, STATE, 1.376889, 2.753127, 1.376238, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0121198, 2.75245, 2.74033, rank6
State, rank6, STATE, 0.012122, 0.012123, 0.000001, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.012123, 0.012125, 0.000002, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.012220, 0.034171, 0.021951, 0.000000, MPI_Recv
State, rank6, STATE, 0.034173, 0.179036, 0.144863, 0.000000, MPI_Bcast
State, rank6, STATE, 1.397943, 1.398252, 0.000309, 0.000000, MPI_Send
State, rank6, STATE, 1.398438, 2.752451, 1.354012, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00161219, 2.75398, 2.75237, rank5
State, rank5, STATE, 0.001613, 0.001614, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.001614, 0.001615, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.001658, 0.033600, 0.031942, 0.000000, MPI_Recv
State, rank5, STATE, 0.033602, 0.154085, 0.120484, 0.000000, MPI_Bcast
State, rank5, STATE, 0.958974, 0.959329, 0.000355, 0.000000, MPI_Send
State, rank5, STATE, 0.959541, 2.753983, 1.794442, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00255561, 2.74739, 2.74484, rank47
State, rank47, STATE, 0.002556, 0.002557, 0.000000, 0.000000, MPI_Comm_rank
State, rank47, STATE, 0.002557, 0.002558, 0.000000, 0.000000, MPI_Comm_size
State, rank47, STATE, 0.002608, 0.095719, 0.093111, 0.000000, MPI_Recv
State, rank47, STATE, 0.095719, 0.330132, 0.234413, 0.000000, MPI_Bcast
State, rank47, STATE, 1.143336, 1.185926, 0.042590, 0.000000, MPI_Send
State, rank47, STATE, 1.186138, 2.747392, 1.561255, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00408888, 2.74903, 2.74494, rank46
State, rank46, STATE, 0.004090, 0.004091, 0.000000, 0.000000, MPI_Comm_rank
State, rank46, STATE, 0.004091, 0.004092, 0.000001, 0.000000, MPI_Comm_size
State, rank46, STATE, 0.004180, 0.092649, 0.088469, 0.000000, MPI_Recv
State, rank46, STATE, 0.092650, 0.322317, 0.229667, 0.000000, MPI_Bcast
State, rank46, STATE, 1.186850, 1.229981, 0.043131, 0.000000, MPI_Send
State, rank46, STATE, 1.230224, 2.749026, 1.518801, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00309014, 2.74899, 2.7459, rank45
State, rank45, STATE, 0.003091, 0.003091, 0.000000, 0.000000, MPI_Comm_rank
State, rank45, STATE, 0.003091, 0.003092, 0.000001, 0.000000, MPI_Comm_size
State, rank45, STATE, 0.003139, 0.089292, 0.086153, 0.000000, MPI_Recv
State, rank45, STATE, 0.089293, 0.311437, 0.222144, 0.000000, MPI_Bcast
State, rank45, STATE, 1.120379, 1.730922, 0.610543, 0.000000, MPI_Send
State, rank45, STATE, 1.731144, 2.748993, 1.017849, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00147247, 2.74818, 2.74671, rank44
State, rank44, STATE, 0.001473, 0.001474, 0.000000, 0.000000, MPI_Comm_rank
State, rank44, STATE, 0.001474, 0.001475, 0.000000, 0.000000, MPI_Comm_size
State, rank44, STATE, 0.001519, 0.086053, 0.084534, 0.000000, MPI_Recv
State, rank44, STATE, 0.086055, 0.329914, 0.243859, 0.000000, MPI_Bcast
State, rank44, STATE, 1.172267, 1.213893, 0.041626, 0.000000, MPI_Send
State, rank44, STATE, 1.214112, 2.748183, 1.534070, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000478745, 2.74805, 2.74757, rank43
State, rank43, STATE, 0.000480, 0.000480, 0.000000, 0.000000, MPI_Comm_rank
State, rank43, STATE, 0.000481, 0.000482, 0.000001, 0.000000, MPI_Comm_size
State, rank43, STATE, 0.000526, 0.082805, 0.082279, 0.000000, MPI_Recv
State, rank43, STATE, 0.082806, 0.308829, 0.226022, 0.000000, MPI_Bcast
State, rank43, STATE, 1.120917, 1.162196, 0.041280, 0.000000, MPI_Send
State, rank43, STATE, 1.162470, 2.748051, 1.585581, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00103116, 2.74985, 2.74882, rank42
State, rank42, STATE, 0.001033, 0.001033, 0.000000, 0.000000, MPI_Comm_rank
State, rank42, STATE, 0.001034, 0.001040, 0.000007, 0.000000, MPI_Comm_size
State, rank42, STATE, 0.001083, 0.079726, 0.078643, 0.000000, MPI_Recv
State, rank42, STATE, 0.079727, 0.300425, 0.220699, 0.000000, MPI_Bcast
State, rank42, STATE, 1.112519, 1.154243, 0.041724, 0.000000, MPI_Send
State, rank42, STATE, 1.154447, 2.749852, 1.595405, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00791979, 2.74931, 2.74139, rank41
State, rank41, STATE, 0.007921, 0.007922, 0.000000, 0.000000, MPI_Comm_rank
State, rank41, STATE, 0.007922, 0.007923, 0.000001, 0.000000, MPI_Comm_size
State, rank41, STATE, 0.007998, 0.076302, 0.068305, 0.000000, MPI_Recv
State, rank41, STATE, 0.076303, 0.294733, 0.218430, 0.000000, MPI_Bcast
State, rank41, STATE, 1.103821, 1.146004, 0.042183, 0.000000, MPI_Send
State, rank41, STATE, 1.146271, 2.749306, 1.603035, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00489235, 2.74896, 2.74407, rank40
State, rank40, STATE, 0.004894, 0.004894, 0.000000, 0.000000, MPI_Comm_rank
State, rank40, STATE, 0.004895, 0.004896, 0.000001, 0.000000, MPI_Comm_size
State, rank40, STATE, 0.004976, 0.073093, 0.068116, 0.000000, MPI_Recv
State, rank40, STATE, 0.073094, 0.308479, 0.235385, 0.000000, MPI_Bcast
State, rank40, STATE, 1.113254, 1.205613, 0.092359, 0.000000, MPI_Send
State, rank40, STATE, 1.205830, 2.748963, 1.543132, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0112703, 2.75375, 2.74248, rank4
State, rank4, STATE, 0.011272, 0.011273, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.011273, 0.011274, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.011362, 0.033517, 0.022155, 0.000000, MPI_Recv
State, rank4, STATE, 0.033518, 0.177793, 0.144275, 0.000000, MPI_Bcast
State, rank4, STATE, 1.608711, 1.609090, 0.000379, 0.000000, MPI_Send
State, rank4, STATE, 1.609322, 2.753751, 1.144429, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00202751, 2.74911, 2.74708, rank39
State, rank39, STATE, 0.002028, 0.002028, 0.000000, 0.000000, MPI_Comm_rank
State, rank39, STATE, 0.002029, 0.002030, 0.000001, 0.000000, MPI_Comm_size
State, rank39, STATE, 0.002070, 0.069807, 0.067737, 0.000000, MPI_Recv
State, rank39, STATE, 0.069808, 0.305990, 0.236182, 0.000000, MPI_Bcast
State, rank39, STATE, 1.124725, 1.166012, 0.041287, 0.000000, MPI_Send
State, rank39, STATE, 1.166350, 2.749109, 1.582759, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00741768, 2.74725, 2.73983, rank38
State, rank38, STATE, 0.007418, 0.007419, 0.000000, 0.000000, MPI_Comm_rank
State, rank38, STATE, 0.007419, 0.007420, 0.000001, 0.000000, MPI_Comm_size
State, rank38, STATE, 0.007490, 0.066633, 0.059143, 0.000000, MPI_Recv
State, rank38, STATE, 0.066634, 0.297096, 0.230461, 0.000000, MPI_Bcast
State, rank38, STATE, 1.111056, 1.153943, 0.042887, 0.000000, MPI_Send
State, rank38, STATE, 1.154163, 2.747252, 1.593089, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00693226, 2.74744, 2.7405, rank37
State, rank37, STATE, 0.006933, 0.006933, 0.000000, 0.000000, MPI_Comm_rank
State, rank37, STATE, 0.006934, 0.006941, 0.000007, 0.000000, MPI_Comm_size
State, rank37, STATE, 0.006988, 0.063210, 0.056222, 0.000000, MPI_Recv
State, rank37, STATE, 0.063211, 0.297110, 0.233899, 0.000000, MPI_Bcast
State, rank37, STATE, 1.108128, 1.149885, 0.041757, 0.000000, MPI_Send
State, rank37, STATE, 1.150104, 2.747435, 1.597331, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00445247, 2.74827, 2.74382, rank36
State, rank36, STATE, 0.004453, 0.004454, 0.000000, 0.000000, MPI_Comm_rank
State, rank36, STATE, 0.004454, 0.004460, 0.000006, 0.000000, MPI_Comm_size
State, rank36, STATE, 0.004503, 0.059851, 0.055349, 0.000000, MPI_Recv
State, rank36, STATE, 0.059853, 0.304982, 0.245129, 0.000000, MPI_Bcast
State, rank36, STATE, 1.120218, 1.162165, 0.041947, 0.000000, MPI_Send
State, rank36, STATE, 1.162388, 2.748273, 1.585884, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00635243, 2.74732, 2.74097, rank35
State, rank35, STATE, 0.006354, 0.006354, 0.000000, 0.000000, MPI_Comm_rank
State, rank35, STATE, 0.006355, 0.006356, 0.000001, 0.000000, MPI_Comm_size
State, rank35, STATE, 0.006423, 0.056684, 0.050261, 0.000000, MPI_Recv
State, rank35, STATE, 0.056685, 0.313984, 0.257299, 0.000000, MPI_Bcast
State, rank35, STATE, 1.119634, 1.162911, 0.043277, 0.000000, MPI_Send
State, rank35, STATE, 1.163131, 2.747324, 1.584193, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00532842, 2.74819, 2.74286, rank34
State, rank34, STATE, 0.005330, 0.005330, 0.000000, 0.000000, MPI_Comm_rank
State, rank34, STATE, 0.005331, 0.005332, 0.000001, 0.000000, MPI_Comm_size
State, rank34, STATE, 0.005421, 0.053599, 0.048178, 0.000000, MPI_Recv
State, rank34, STATE, 0.053600, 0.314191, 0.260591, 0.000000, MPI_Bcast
State, rank34, STATE, 1.133431, 1.177888, 0.044457, 0.000000, MPI_Send
State, rank34, STATE, 1.178127, 2.748188, 1.570060, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00588417, 2.74729, 2.7414, rank33
State, rank33, STATE, 0.005885, 0.005885, 0.000000, 0.000000, MPI_Comm_rank
State, rank33, STATE, 0.005886, 0.005887, 0.000001, 0.000000, MPI_Comm_size
State, rank33, STATE, 0.005960, 0.050148, 0.044187, 0.000000, MPI_Recv
State, rank33, STATE, 0.050149, 0.299690, 0.249540, 0.000000, MPI_Bcast
State, rank33, STATE, 1.114388, 1.158034, 0.043647, 0.000000, MPI_Send
State, rank33, STATE, 1.158254, 2.747286, 1.589032, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00359511, 2.74739, 2.7438, rank32
State, rank32, STATE, 0.003596, 0.003596, 0.000000, 0.000000, MPI_Comm_rank
State, rank32, STATE, 0.003597, 0.003597, 0.000001, 0.000000, MPI_Comm_size
State, rank32, STATE, 0.003640, 0.047013, 0.043373, 0.000000, MPI_Recv
State, rank32, STATE, 0.047014, 0.313764, 0.266750, 0.000000, MPI_Bcast
State, rank32, STATE, 1.122296, 1.166192, 0.043896, 0.000000, MPI_Send
State, rank32, STATE, 1.166405, 2.747394, 1.580988, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0108593, 2.75495, 2.74409, rank31
State, rank31, STATE, 0.010861, 0.010862, 0.000000, 0.000000, MPI_Comm_rank
State, rank31, STATE, 0.010862, 0.010864, 0.000001, 0.000000, MPI_Comm_size
State, rank31, STATE, 0.010970, 0.042907, 0.031938, 0.000000, MPI_Recv
State, rank31, STATE, 0.042909, 0.170777, 0.127868, 0.000000, MPI_Bcast
State, rank31, STATE, 1.592643, 1.592897, 0.000254, 0.000000, MPI_Send
State, rank31, STATE, 1.593074, 2.754953, 1.161879, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00216556, 2.75374, 2.75158, rank30
State, rank30, STATE, 0.002166, 0.002167, 0.000000, 0.000000, MPI_Comm_rank
State, rank30, STATE, 0.002167, 0.002167, 0.000001, 0.000000, MPI_Comm_size
