Container, 0, 0, 0, 1.83468, 1.83468, 0
Container, 0, ROOT, 0, 1.83468, 1.83468, root
Container, root, PROCESS, 0.00783753, 1.8338, 1.82596, rank9
State, rank9, STATE, 0.007838, 0.007839, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.007839, 0.007840, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.007897, 0.008244, 0.000347, 0.000000, MPI_Irecv
State, rank9, STATE, 0.008255, 0.021018, 0.012763, 0.000000, MPI_Wait
State, rank9, STATE, 0.021060, 0.049609, 0.028550, 0.000000, MPI_Wait
State, rank9, STATE, 0.820937, 0.821286, 0.000349, 0.000000, MPI_Isend
State, rank9, STATE, 0.821304, 0.821318, 0.000014, 0.000000, MPI_Wait
State, rank9, STATE, 0.821482, 1.833800, 1.012318, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00064683, 1.83254, 1.83189, rank8
State, rank8, STATE, 0.000648, 0.000649, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.000649, 0.000651, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.000704, 0.001084, 0.000380, 0.000000, MPI_Irecv
State, rank8, STATE, 0.001095, 0.020677, 0.019582, 0.000000, MPI_Wait
State, rank8, STATE, 0.020715, 0.035476, 0.014760, 0.000000, MPI_Wait
State, rank8, STATE, 0.577560, 0.577795, 0.000235, 0.000000, MPI_Isend
State, rank8, STATE, 0.577802, 0.577810, 0.000008, 0.000000, MPI_Wait
State, rank8, STATE, 0.577970, 1.832539, 1.254570, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00326276, 1.83257, 1.82931, rank7
State, rank7, STATE, 0.003264, 0.003264, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.003265, 0.003265, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.003309, 0.003689, 0.000379, 0.000000, MPI_Irecv
State, rank7, STATE, 0.003699, 0.020259, 0.016560, 0.000000, MPI_Wait
State, rank7, STATE, 0.020293, 0.055794, 0.035501, 0.000000, MPI_Wait
State, rank7, STATE, 0.638725, 0.638960, 0.000234, 0.000000, MPI_Isend
State, rank7, STATE, 0.638968, 0.638974, 0.000006, 0.000000, MPI_Wait
State, rank7, STATE, 0.639139, 1.832568, 1.193429, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00589204, 1.83437, 1.82847, rank6
State, rank6, STATE, 0.005894, 0.005894, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.005895, 0.005896, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.005982, 0.006537, 0.000555, 0.000000, MPI_Irecv
State, rank6, STATE, 0.006552, 0.019830, 0.013278, 0.000000, MPI_Wait
State, rank6, STATE, 0.019886, 0.045868, 0.025982, 0.000000, MPI_Wait
State, rank6, STATE, 0.634919, 0.635670, 0.000751, 0.000000, MPI_Isend
State, rank6, STATE, 0.635698, 0.635728, 0.000030, 0.000000, MPI_Wait
State, rank6, STATE, 0.635921, 1.834366, 1.198445, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00490332, 1.83313, 1.82822, rank5
State, rank5, STATE, 0.004905, 0.004905, 0.000001, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.004906, 0.004907, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.004984, 0.005610, 0.000626, 0.000000, MPI_Irecv
State, rank5, STATE, 0.005627, 0.019447, 0.013820, 0.000000, MPI_Wait
State, rank5, STATE, 0.019482, 0.053016, 0.033534, 0.000000, MPI_Wait
State, rank5, STATE, 0.577321, 0.577608, 0.000287, 0.000000, MPI_Isend
State, rank5, STATE, 0.577622, 0.577632, 0.000010, 0.000000, MPI_Wait
State, rank5, STATE, 0.577837, 1.833128, 1.255291, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00377822, 1.83302, 1.82924, rank4
State, rank4, STATE, 0.003779, 0.003779, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.003780, 0.003781, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.003829, 0.004174, 0.000345, 0.000000, MPI_Irecv
State, rank4, STATE, 0.004182, 0.018764, 0.014582, 0.000000, MPI_Wait
State, rank4, STATE, 0.018797, 0.038237, 0.019440, 0.000000, MPI_Wait
State, rank4, STATE, 0.600639, 0.600904, 0.000265, 0.000000, MPI_Isend
State, rank4, STATE, 0.600912, 0.600925, 0.000013, 0.000000, MPI_Wait
State, rank4, STATE, 0.601193, 1.833023, 1.231830, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00701404, 1.83371, 1.82669, rank3
State, rank3, STATE, 0.007015, 0.007016, 0.000001, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.007016, 0.007018, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.007101, 0.007917, 0.000816, 0.000000, MPI_Irecv
State, rank3, STATE, 0.007932, 0.018694, 0.010762, 0.000000, MPI_Wait
State, rank3, STATE, 0.018744, 0.051998, 0.033254, 0.000000, MPI_Wait
State, rank3, STATE, 0.717359, 0.717764, 0.000405, 0.000000, MPI_Isend
State, rank3, STATE, 0.717796, 0.717825, 0.000029, 0.000000, MPI_Wait
State, rank3, STATE, 0.718016, 1.833707, 1.115690, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 1.83306, 1.83306, rank2
State, rank2, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000002, 0.000004, 0.000001, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000053, 0.000393, 0.000340, 0.000000, MPI_Irecv
State, rank2, STATE, 0.000406, 0.018203, 0.017797, 0.000000, MPI_Wait
State, rank2, STATE, 0.018254, 0.042745, 0.024491, 0.000000, MPI_Wait
State, rank2, STATE, 0.598737, 0.598972, 0.000235, 0.000000, MPI_Isend
State, rank2, STATE, 0.598982, 0.598989, 0.000007, 0.000000, MPI_Wait
State, rank2, STATE, 0.599171, 1.833060, 1.233889, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00533414, 1.83365, 1.82832, rank15
State, rank15, STATE, 0.005335, 0.005335, 0.000000, 0.000000, MPI_Comm_rank
State, rank15, STATE, 0.005335, 0.005336, 0.000001, 0.000000, MPI_Comm_size
State, rank15, STATE, 0.005396, 0.005744, 0.000348, 0.000000, MPI_Irecv
State, rank15, STATE, 0.005796, 0.023462, 0.017666, 0.000000, MPI_Wait
State, rank15, STATE, 0.023511, 0.056887, 0.033376, 0.000000, MPI_Wait
State, rank15, STATE, 0.616356, 0.616742, 0.000386, 0.000000, MPI_Isend
State, rank15, STATE, 0.616761, 0.616774, 0.000013, 0.000000, MPI_Wait
State, rank15, STATE, 0.616943, 1.833654, 1.216711, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00268221, 1.834, 1.83132, rank14
State, rank14, STATE, 0.002683, 0.002684, 0.000000, 0.000000, MPI_Comm_rank
State, rank14, STATE, 0.002684, 0.002691, 0.000007, 0.000000, MPI_Comm_size
State, rank14, STATE, 0.002737, 0.003085, 0.000349, 0.000000, MPI_Irecv
State, rank14, STATE, 0.003094, 0.022801, 0.019706, 0.000000, MPI_Wait
State, rank14, STATE, 0.022833, 0.046462, 0.023629, 0.000000, MPI_Wait
State, rank14, STATE, 0.596125, 0.596395, 0.000270, 0.000000, MPI_Isend
State, rank14, STATE, 0.596410, 0.596418, 0.000008, 0.000000, MPI_Wait
State, rank14, STATE, 0.596596, 1.834005, 1.237409, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00107217, 1.83317, 1.83209, rank13
State, rank13, STATE, 0.001073, 0.001073, 0.000000, 0.000000, MPI_Comm_rank
State, rank13, STATE, 0.001074, 0.001074, 0.000001, 0.000000, MPI_Comm_size
State, rank13, STATE, 0.001127, 0.001470, 0.000342, 0.000000, MPI_Irecv
State, rank13, STATE, 0.001478, 0.022514, 0.021036, 0.000000, MPI_Wait
