Container, 0, 0, 0, 7.23021, 7.23021, 0
Container, 0, ROOT, 0, 7.23021, 7.23021, root
Container, root, PROCESS, 0.013757, 7.22803, 7.21427, rank9
State, rank9, STATE, 0.013759, 0.013759, 0.000001, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.013760, 0.013762, 0.000002, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.013843, 0.014395, 0.000553, 0.000000, MPI_Irecv
State, rank9, STATE, 0.014411, 0.059466, 0.045055, 0.000000, MPI_Wait
State, rank9, STATE, 0.059517, 4.999794, 4.940277, 0.000000, MPI_Wait
State, rank9, STATE, 5.895422, 5.895675, 0.000253, 0.000000, MPI_Isend
State, rank9, STATE, 5.895696, 5.895711, 0.000015, 0.000000, MPI_Wait
State, rank9, STATE, 5.895908, 7.228030, 1.332122, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0110366, 7.23021, 7.21917, rank8
State, rank8, STATE, 0.011038, 0.011038, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.011039, 0.011039, 0.000000, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.011085, 0.011420, 0.000334, 0.000000, MPI_Irecv
State, rank8, STATE, 0.011430, 0.059000, 0.047571, 0.000000, MPI_Wait
State, rank8, STATE, 0.059050, 4.911166, 4.852117, 0.000000, MPI_Wait
State, rank8, STATE, 5.851058, 5.851349, 0.000291, 0.000000, MPI_Isend
State, rank8, STATE, 5.851379, 5.851392, 0.000013, 0.000000, MPI_Wait
State, rank8, STATE, 5.851607, 7.230209, 1.378602, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00977039, 7.2282, 7.21843, rank7
State, rank7, STATE, 0.009772, 0.009772, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.009773, 0.009774, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.009872, 0.010415, 0.000544, 0.000000, MPI_Irecv
State, rank7, STATE, 0.010430, 0.058540, 0.048110, 0.000000, MPI_Wait
State, rank7, STATE, 0.058580, 4.763682, 4.705102, 0.000000, MPI_Wait
State, rank7, STATE, 5.657586, 5.657870, 0.000283, 0.000000, MPI_Isend
State, rank7, STATE, 5.657894, 5.657907, 0.000013, 0.000000, MPI_Wait
State, rank7, STATE, 5.658099, 7.228198, 1.570099, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000411749, 7.22772, 7.22731, rank63
State, rank63, STATE, 0.000413, 0.000413, 0.000000, 0.000000, MPI_Comm_rank
State, rank63, STATE, 0.000414, 0.000421, 0.000007, 0.000000, MPI_Comm_size
State, rank63, STATE, 0.000464, 0.001109, 0.000645, 0.000000, MPI_Irecv
State, rank63, STATE, 0.001119, 0.156444, 0.155325, 0.000000, MPI_Wait
State, rank63, STATE, 0.156667, 5.054623, 4.897955, 0.000000, MPI_Wait
State, rank63, STATE, 5.950396, 5.950586, 0.000190, 0.000000, MPI_Isend
State, rank63, STATE, 5.950608, 5.998701, 0.048093, 0.000000, MPI_Wait
State, rank63, STATE, 5.998939, 7.227718, 1.228779, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0121427, 7.22771, 7.21556, rank62
State, rank62, STATE, 0.012144, 0.012144, 0.000000, 0.000000, MPI_Comm_rank
State, rank62, STATE, 0.012145, 0.012145, 0.000001, 0.000000, MPI_Comm_size
State, rank62, STATE, 0.012193, 0.012630, 0.000437, 0.000000, MPI_Irecv
State, rank62, STATE, 0.012639, 0.155996, 0.143357, 0.000000, MPI_Wait
State, rank62, STATE, 0.156190, 5.011566, 4.855376, 0.000000, MPI_Wait
State, rank62, STATE, 5.957914, 5.958148, 0.000234, 0.000000, MPI_Isend
State, rank62, STATE, 5.958170, 6.002726, 0.044555, 0.000000, MPI_Wait
State, rank62, STATE, 6.002965, 7.227706, 1.224741, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0086, 7.22803, 7.21943, rank61
State, rank61, STATE, 0.008601, 0.008601, 0.000000, 0.000000, MPI_Comm_rank
State, rank61, STATE, 0.008601, 0.008602, 0.000001, 0.000000, MPI_Comm_size
State, rank61, STATE, 0.008656, 0.009099, 0.000444, 0.000000, MPI_Irecv
State, rank61, STATE, 0.009109, 0.138874, 0.129765, 0.000000, MPI_Wait
State, rank61, STATE, 0.139086, 5.052373, 4.913286, 0.000000, MPI_Wait
State, rank61, STATE, 6.096912, 6.097116, 0.000205, 0.000000, MPI_Isend
State, rank61, STATE, 6.097144, 6.142715, 0.045571, 0.000000, MPI_Wait
State, rank61, STATE, 6.142946, 7.228028, 1.085082, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0126212, 7.22615, 7.21353, rank60
State, rank60, STATE, 0.012623, 0.012624, 0.000001, 0.000000, MPI_Comm_rank
State, rank60, STATE, 0.012624, 0.012625, 0.000001, 0.000000, MPI_Comm_size
State, rank60, STATE, 0.012708, 0.013423, 0.000715, 0.000000, MPI_Irecv
State, rank60, STATE, 0.013438, 0.135921, 0.122483, 0.000000, MPI_Wait
State, rank60, STATE, 0.136114, 5.043883, 4.907769, 0.000000, MPI_Wait
State, rank60, STATE, 5.976102, 5.976268, 0.000166, 0.000000, MPI_Isend
State, rank60, STATE, 5.976290, 6.018741, 0.042450, 0.000000, MPI_Wait
State, rank60, STATE, 6.018934, 7.226149, 1.207214, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0115302, 7.23002, 7.21849, rank6
State, rank6, STATE, 0.011531, 0.011532, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.011532, 0.011533, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.011586, 0.011934, 0.000348, 0.000000, MPI_Irecv
State, rank6, STATE, 0.011943, 0.057945, 0.046002, 0.000000, MPI_Wait
State, rank6, STATE, 0.057980, 4.541589, 4.483609, 0.000000, MPI_Wait
State, rank6, STATE, 5.128880, 5.129110, 0.000231, 0.000000, MPI_Isend
State, rank6, STATE, 5.129127, 5.129134, 0.000007, 0.000000, MPI_Wait
State, rank6, STATE, 5.129336, 7.230021, 2.100685, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00812125, 7.22588, 7.21776, rank59
State, rank59, STATE, 0.008122, 0.008123, 0.000000, 0.000000, MPI_Comm_rank
State, rank59, STATE, 0.008124, 0.008125, 0.000001, 0.000000, MPI_Comm_size
State, rank59, STATE, 0.008223, 0.008942, 0.000720, 0.000000, MPI_Irecv
State, rank59, STATE, 0.008957, 0.134185, 0.125228, 0.000000, MPI_Wait
State, rank59, STATE, 0.134424, 5.043022, 4.908598, 0.000000, MPI_Wait
State, rank59, STATE, 5.965727, 5.965864, 0.000137, 0.000000, MPI_Isend
State, rank59, STATE, 5.965882, 6.010715, 0.044833, 0.000000, MPI_Wait
State, rank59, STATE, 6.010971, 7.225880, 1.214909, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00317431, 7.22715, 7.22398, rank58
State, rank58, STATE, 0.003175, 0.003176, 0.000000, 0.000000, MPI_Comm_rank
State, rank58, STATE, 0.003177, 0.003178, 0.000001, 0.000000, MPI_Comm_size
State, rank58, STATE, 0.003250, 0.003971, 0.000721, 0.000000, MPI_Irecv
State, rank58, STATE, 0.003985, 0.131866, 0.127881, 0.000000, MPI_Wait
State, rank58, STATE, 0.132095, 5.009835, 4.877740, 0.000000, MPI_Wait
State, rank58, STATE, 5.994926, 5.995106, 0.000180, 0.000000, MPI_Isend
State, rank58, STATE, 5.995126, 6.042715, 0.047589, 0.000000, MPI_Wait
State, rank58, STATE, 6.042912, 7.227150, 1.184238, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00766993, 7.22645, 7.21878, rank57
State, rank57, STATE, 0.007671, 0.007671, 0.000000, 0.000000, MPI_Comm_rank
State, rank57, STATE, 0.007672, 0.007673, 0.000001, 0.000000, MPI_Comm_size
State, rank57, STATE, 0.007721, 0.008164, 0.000443, 0.000000, MPI_Irecv
State, rank57, STATE, 0.008173, 0.129935, 0.121762, 0.000000, MPI_Wait
State, rank57, STATE, 0.130067, 5.054463, 4.924395, 0.000000, MPI_Wait
State, rank57, STATE, 5.648165, 5.648337, 0.000173, 0.000000, MPI_Isend
State, rank57, STATE, 5.648356, 5.694709, 0.046352, 0.000000, MPI_Wait
State, rank57, STATE, 5.694913, 7.226447, 1.531534, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00634813, 7.22776, 7.22141, rank56
State, rank56, STATE, 0.006349, 0.006350, 0.000000, 0.000000, MPI_Comm_rank
State, rank56, STATE, 0.006350, 0.006351, 0.000000, 0.000000, MPI_Comm_size
State, rank56, STATE, 0.006402, 0.006848, 0.000446, 0.000000, MPI_Irecv
State, rank56, STATE, 0.006856, 0.127474, 0.120618, 0.000000, MPI_Wait
State, rank56, STATE, 0.127693, 5.016010, 4.888317, 0.000000, MPI_Wait
State, rank56, STATE, 5.604889, 5.605092, 0.000203, 0.000000, MPI_Isend
State, rank56, STATE, 5.605114, 5.646728, 0.041614, 0.000000, MPI_Wait
State, rank56, STATE, 5.646963, 7.227761, 1.580798, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00409007, 7.22737, 7.22328, rank55
State, rank55, STATE, 0.004091, 0.004091, 0.000000, 0.000000, MPI_Comm_rank
