Container, 0, 0, 0, 1.6646, 1.6646, 0
Container, 0, ROOT, 0, 1.6646, 1.6646, root
Container, root, PROCESS, 0.0485625, 1.66289, 1.61433, rank9
State, rank9, STATE, 0.048564, 0.048564, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.048565, 0.048566, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.048641, 0.077935, 0.029294, 0.000000, MPI_Recv
State, rank9, STATE, 0.077938, 0.223808, 0.145870, 0.000000, MPI_Bcast
State, rank9, STATE, 0.474644, 0.474768, 0.000125, 0.000000, MPI_Send
State, rank9, STATE, 0.474995, 1.662892, 1.187897, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0443256, 1.66299, 1.61866, rank8
State, rank8, STATE, 0.044328, 0.044328, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.044329, 0.044330, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.044400, 0.077600, 0.033200, 0.000000, MPI_Recv
State, rank8, STATE, 0.077601, 0.231861, 0.154260, 0.000000, MPI_Bcast
State, rank8, STATE, 0.485329, 0.485441, 0.000113, 0.000000, MPI_Send
State, rank8, STATE, 0.485666, 1.662987, 1.177321, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0533273, 1.66288, 1.60955, rank7
State, rank7, STATE, 0.053329, 0.053329, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.053330, 0.053340, 0.000010, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.053412, 0.077213, 0.023801, 0.000000, MPI_Recv
State, rank7, STATE, 0.077215, 0.229539, 0.152324, 0.000000, MPI_Bcast
State, rank7, STATE, 0.476728, 0.476835, 0.000108, 0.000000, MPI_Send
State, rank7, STATE, 0.477068, 1.662877, 1.185810, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0510588, 1.66029, 1.60923, rank63
State, rank63, STATE, 0.051060, 0.051060, 0.000000, 0.000000, MPI_Comm_rank
State, rank63, STATE, 0.051061, 0.051062, 0.000001, 0.000000, MPI_Comm_size
State, rank63, STATE, 0.051142, 0.180378, 0.129236, 0.000000, MPI_Recv
State, rank63, STATE, 0.180380, 0.367123, 0.186743, 0.000000, MPI_Bcast
State, rank63, STATE, 0.616534, 0.647098, 0.030564, 0.000000, MPI_Send
State, rank63, STATE, 0.647306, 1.660289, 1.012983, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0284863, 1.66065, 1.63217, rank62
State, rank62, STATE, 0.028487, 0.028487, 0.000000, 0.000000, MPI_Comm_rank
State, rank62, STATE, 0.028487, 0.028488, 0.000001, 0.000000, MPI_Comm_size
State, rank62, STATE, 0.028533, 0.178932, 0.150399, 0.000000, MPI_Recv
State, rank62, STATE, 0.178933, 0.364507, 0.185574, 0.000000, MPI_Bcast
State, rank62, STATE, 0.608622, 0.646182, 0.037560, 0.000000, MPI_Send
State, rank62, STATE, 0.646390, 1.660654, 1.014263, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00889921, 1.66008, 1.65119, rank61
State, rank61, STATE, 0.008900, 0.008900, 0.000000, 0.000000, MPI_Comm_rank
State, rank61, STATE, 0.008901, 0.008901, 0.000000, 0.000000, MPI_Comm_size
State, rank61, STATE, 0.008949, 0.177711, 0.168762, 0.000000, MPI_Recv
State, rank61, STATE, 0.177712, 0.360604, 0.182891, 0.000000, MPI_Bcast
State, rank61, STATE, 0.493922, 0.527661, 0.033739, 0.000000, MPI_Send
State, rank61, STATE, 0.527885, 1.660084, 1.132200, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0147901, 1.66236, 1.64757, rank60
State, rank60, STATE, 0.014791, 0.014792, 0.000000, 0.000000, MPI_Comm_rank
State, rank60, STATE, 0.014792, 0.014792, 0.000000, 0.000000, MPI_Comm_size
State, rank60, STATE, 0.014841, 0.176485, 0.161644, 0.000000, MPI_Recv
State, rank60, STATE, 0.176485, 0.365555, 0.189070, 0.000000, MPI_Bcast
State, rank60, STATE, 0.499477, 0.527733, 0.028256, 0.000000, MPI_Send
State, rank60, STATE, 0.527974, 1.662360, 1.134385, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0192182, 1.66302, 1.64381, rank6
State, rank6, STATE, 0.019219, 0.019220, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.019221, 0.019231, 0.000010, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.019296, 0.076862, 0.057566, 0.000000, MPI_Recv
State, rank6, STATE, 0.076863, 0.227682, 0.150819, 0.000000, MPI_Bcast
State, rank6, STATE, 0.485237, 0.485340, 0.000103, 0.000000, MPI_Send
State, rank6, STATE, 0.485580, 1.663024, 1.177444, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00741506, 1.66405, 1.65664, rank59
State, rank59, STATE, 0.007416, 0.007416, 0.000000, 0.000000, MPI_Comm_rank
State, rank59, STATE, 0.007416, 0.007417, 0.000001, 0.000000, MPI_Comm_size
State, rank59, STATE, 0.007463, 0.175081, 0.167617, 0.000000, MPI_Recv
State, rank59, STATE, 0.175082, 0.367181, 0.192099, 0.000000, MPI_Bcast
State, rank59, STATE, 0.619064, 0.644396, 0.025331, 0.000000, MPI_Send
State, rank59, STATE, 0.644775, 1.664052, 1.019278, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.05217, 1.6635, 1.61133, rank58
State, rank58, STATE, 0.052172, 0.052172, 0.000000, 0.000000, MPI_Comm_rank
State, rank58, STATE, 0.052173, 0.052174, 0.000001, 0.000000, MPI_Comm_size
State, rank58, STATE, 0.052250, 0.173883, 0.121633, 0.000000, MPI_Recv
State, rank58, STATE, 0.173885, 0.359784, 0.185899, 0.000000, MPI_Bcast
State, rank58, STATE, 0.613468, 0.643468, 0.030000, 0.000000, MPI_Send
State, rank58, STATE, 0.643708, 1.663495, 1.019788, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0232718, 1.66275, 1.63947, rank57
State, rank57, STATE, 0.023273, 0.023273, 0.000000, 0.000000, MPI_Comm_rank
State, rank57, STATE, 0.023273, 0.023274, 0.000001, 0.000000, MPI_Comm_size
State, rank57, STATE, 0.023322, 0.172504, 0.149182, 0.000000, MPI_Recv
State, rank57, STATE, 0.172506, 0.360129, 0.187623, 0.000000, MPI_Bcast
State, rank57, STATE, 0.623821, 0.642411, 0.018589, 0.000000, MPI_Send
State, rank57, STATE, 0.642740, 1.662747, 1.020007, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00194025, 1.66281, 1.66087, rank56
State, rank56, STATE, 0.001941, 0.001941, 0.000000, 0.000000, MPI_Comm_rank
State, rank56, STATE, 0.001942, 0.001943, 0.000001, 0.000000, MPI_Comm_size
State, rank56, STATE, 0.001989, 0.171117, 0.169128, 0.000000, MPI_Recv
