Container, 0, 0, 0, 1.65378, 1.65378, 0
Container, 0, ROOT, 0, 1.65378, 1.65378, root
Container, root, PROCESS, 0.00186348, 1.6511, 1.64924, rank9
State, rank9, STATE, 0.001865, 0.001865, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.001865, 0.001866, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.001912, 0.037972, 0.036060, 0.000000, MPI_Scatter
State, rank9, STATE, 0.037973, 0.080434, 0.042460, 0.000000, MPI_Bcast
State, rank9, STATE, 0.355915, 0.356120, 0.000205, 0.000000, MPI_Gather
State, rank9, STATE, 0.356290, 1.651100, 1.294810, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00749922, 1.65201, 1.64451, rank8
State, rank8, STATE, 0.007501, 0.007501, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.007502, 0.007503, 0.000001, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.007576, 0.037758, 0.030182, 0.000000, MPI_Scatter
State, rank8, STATE, 0.037760, 0.086548, 0.048789, 0.000000, MPI_Bcast
State, rank8, STATE, 0.361377, 0.624316, 0.262939, 0.000000, MPI_Gather
State, rank8, STATE, 0.624468, 1.652010, 1.027542, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00138545, 1.65354, 1.65215, rank7
State, rank7, STATE, 0.001387, 0.001387, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.001388, 0.001389, 0.000001, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.001453, 0.037355, 0.035902, 0.000000, MPI_Scatter
State, rank7, STATE, 0.037357, 0.089157, 0.051800, 0.000000, MPI_Bcast
State, rank7, STATE, 0.614670, 0.618760, 0.004090, 0.000000, MPI_Gather
State, rank7, STATE, 0.618971, 1.653536, 1.034565, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00851464, 1.65218, 1.64366, rank6
State, rank6, STATE, 0.008516, 0.008516, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.008516, 0.008517, 0.000000, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.008558, 0.036906, 0.028348, 0.000000, MPI_Scatter
State, rank6, STATE, 0.036907, 0.086154, 0.049247, 0.000000, MPI_Bcast
State, rank6, STATE, 0.617744, 0.619205, 0.001461, 0.000000, MPI_Gather
State, rank6, STATE, 0.619412, 1.652175, 1.032763, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00362253, 1.64984, 1.64622, rank5
State, rank5, STATE, 0.003624, 0.003624, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.003625, 0.003626, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.003677, 0.036439, 0.032762, 0.000000, MPI_Scatter
State, rank5, STATE, 0.036441, 0.082695, 0.046254, 0.000000, MPI_Bcast
State, rank5, STATE, 0.616820, 0.617020, 0.000201, 0.000000, MPI_Gather
State, rank5, STATE, 0.617252, 1.649839, 1.032587, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0109332, 1.65274, 1.64181, rank4
State, rank4, STATE, 0.010935, 0.010935, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.010936, 0.010937, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.011000, 0.035915, 0.024914, 0.000000, MPI_Scatter
State, rank4, STATE, 0.035916, 0.088008, 0.052092, 0.000000, MPI_Bcast
State, rank4, STATE, 0.612464, 0.620111, 0.007647, 0.000000, MPI_Gather
State, rank4, STATE, 0.620303, 1.652743, 1.032440, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0124669, 1.65203, 1.63957, rank31
State, rank31, STATE, 0.012468, 0.012469, 0.000000, 0.000000, MPI_Comm_rank
State, rank31, STATE, 0.012469, 0.012479, 0.000010, 0.000000, MPI_Comm_size
State, rank31, STATE, 0.012547, 0.047252, 0.034706, 0.000000, MPI_Scatter
State, rank31, STATE, 0.047253, 0.102327, 0.055073, 0.000000, MPI_Bcast
State, rank31, STATE, 0.626251, 0.627156, 0.000905, 0.000000, MPI_Gather
State, rank31, STATE, 0.627412, 1.652034, 1.024621, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00449157, 1.65221, 1.64772, rank30
State, rank30, STATE, 0.004493, 0.004493, 0.000000, 0.000000, MPI_Comm_rank
State, rank30, STATE, 0.004493, 0.004494, 0.000001, 0.000000, MPI_Comm_size
State, rank30, STATE, 0.004533, 0.046721, 0.042187, 0.000000, MPI_Scatter
State, rank30, STATE, 0.046722, 0.097265, 0.050544, 0.000000, MPI_Bcast
State, rank30, STATE, 0.370841, 0.628246, 0.257405, 0.000000, MPI_Gather
State, rank30, STATE, 0.628470, 1.652211, 1.023741, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0114512, 1.65296, 1.64151, rank3
State, rank3, STATE, 0.011453, 0.011453, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.011453, 0.011454, 0.000000, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.011501, 0.035330, 0.023830, 0.000000, MPI_Scatter
State, rank3, STATE, 0.035331, 0.073324, 0.037993, 0.000000, MPI_Bcast
State, rank3, STATE, 0.353976, 0.617347, 0.263372, 0.000000, MPI_Gather
State, rank3, STATE, 0.617585, 1.652956, 1.035372, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0119026, 1.65302, 1.64112, rank29
State, rank29, STATE, 0.011904, 0.011904, 0.000001, 0.000000, MPI_Comm_rank
State, rank29, STATE, 0.011904, 0.011905, 0.000001, 0.000000, MPI_Comm_size
State, rank29, STATE, 0.011949, 0.046160, 0.034211, 0.000000, MPI_Scatter
State, rank29, STATE, 0.046162, 0.098255, 0.052093, 0.000000, MPI_Bcast
State, rank29, STATE, 0.632073, 0.632509, 0.000436, 0.000000, MPI_Gather
State, rank29, STATE, 0.632782, 1.653023, 1.020241, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00317669, 1.6516, 1.64842, rank28
State, rank28, STATE, 0.003177, 0.003178, 0.000000, 0.000000, MPI_Comm_rank
State, rank28, STATE, 0.003178, 0.003179, 0.000001, 0.000000, MPI_Comm_size
State, rank28, STATE, 0.003224, 0.045740, 0.042516, 0.000000, MPI_Scatter
State, rank28, STATE, 0.045743, 0.101047, 0.055304, 0.000000, MPI_Bcast
State, rank28, STATE, 0.377279, 0.634305, 0.257025, 0.000000, MPI_Gather
State, rank28, STATE, 0.634445, 1.651598, 1.017153, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00411582, 1.653, 1.64888, rank27
State, rank27, STATE, 0.004118, 0.004118, 0.000000, 0.000000, MPI_Comm_rank
State, rank27, STATE, 0.004119, 0.004120, 0.000001, 0.000000, MPI_Comm_size
State, rank27, STATE, 0.004200, 0.045343, 0.041143, 0.000000, MPI_Scatter
State, rank27, STATE, 0.045345, 0.102005, 0.056661, 0.000000, MPI_Bcast
State, rank27, STATE, 0.626031, 0.627369, 0.001338, 0.000000, MPI_Gather
State, rank27, STATE, 0.627659, 1.652997, 1.025339, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00652313, 1.65288, 1.64636, rank26
