Container, 0, 0, 0, 1.15666, 1.15666, 0
Container, 0, ROOT, 0, 1.15666, 1.15666, root
Container, root, PROCESS, 0.00138593, 1.15666, 1.15527, rank7
State, rank7, STATE, 0.001387, 0.001387, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.001388, 0.001394, 0.000007, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.001443, 0.009604, 0.008161, 0.000000, MPI_Recv
State, rank7, STATE, 0.009605, 0.015073, 0.005468, 0.000000, MPI_Bcast
State, rank7, STATE, 0.121730, 0.121831, 0.000101, 0.000000, MPI_Send
State, rank7, STATE, 0.121958, 1.156656, 1.034698, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00349283, 1.15586, 1.15237, rank6
State, rank6, STATE, 0.003495, 0.003495, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.003495, 0.003497, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.003569, 0.009532, 0.005963, 0.000000, MPI_Recv
State, rank6, STATE, 0.009534, 0.014893, 0.005359, 0.000000, MPI_Bcast
State, rank6, STATE, 0.149254, 0.149382, 0.000128, 0.000000, MPI_Send
State, rank6, STATE, 0.149514, 1.155862, 1.006348, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000906467, 1.15581, 1.1549, rank5
State, rank5, STATE, 0.000907, 0.000907, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.000908, 0.000909, 0.000000, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.000952, 0.009102, 0.008150, 0.000000, MPI_Recv
State, rank5, STATE, 0.009103, 0.013927, 0.004824, 0.000000, MPI_Bcast
State, rank5, STATE, 0.119931, 0.120020, 0.000089, 0.000000, MPI_Send
State, rank5, STATE, 0.120146, 1.155808, 1.035662, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00245643, 1.15623, 1.15378, rank4
State, rank4, STATE, 0.002457, 0.002458, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.002458, 0.002459, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.002507, 0.008887, 0.006379, 0.000000, MPI_Recv
State, rank4, STATE, 0.008888, 0.013216, 0.004328, 0.000000, MPI_Bcast
State, rank4, STATE, 0.118962, 0.119058, 0.000096, 0.000000, MPI_Send
State, rank4, STATE, 0.119214, 1.156234, 1.037020, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00296688, 1.15588, 1.15291, rank3
State, rank3, STATE, 0.002968, 0.002968, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.002969, 0.002970, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.003014, 0.008774, 0.005760, 0.000000, MPI_Recv
State, rank3, STATE, 0.008775, 0.013473, 0.004697, 0.000000, MPI_Bcast
State, rank3, STATE, 0.149242, 0.149361, 0.000119, 0.000000, MPI_Send
State, rank3, STATE, 0.149511, 1.155876, 1.006365, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 1.15607, 1.15607, rank2
State, rank2, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.000003, 0.000005, 0.000002, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.000047, 0.008431, 0.008385, 0.000000, MPI_Recv
State, rank2, STATE, 0.008432, 0.012008, 0.003575, 0.000000, MPI_Bcast
State, rank2, STATE, 0.113583, 0.113690, 0.000108, 0.000000, MPI_Send
State, rank2, STATE, 0.113792, 1.156066, 1.042273, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000504017, 1.15584, 1.15533, rank1
State, rank1, STATE, 0.000506, 0.000506, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.000507, 0.000508, 0.000001, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.000549, 0.008052, 0.007503, 0.000000, MPI_Recv
State, rank1, STATE, 0.008053, 0.011002, 0.002949, 0.000000, MPI_Bcast
State, rank1, STATE, 0.117375, 0.117485, 0.000110, 0.000000, MPI_Send
State, rank1, STATE, 0.117635, 1.155839, 1.038204, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00197172, 1.15666, 1.15468, rank0
State, rank0, STATE, 0.001973, 0.001973, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.001973, 0.001974, 0.000001, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.006944, 0.006950, 0.000006, 0.000000, MPI_Wtime
State, rank0, STATE, 0.006970, 0.007916, 0.000946, 0.000000, MPI_Send
State, rank0, STATE, 0.007917, 0.008171, 0.000254, 0.000000, MPI_Send
State, rank0, STATE, 0.008171, 0.008481, 0.000309, 0.000000, MPI_Send
State, rank0, STATE, 0.008481, 0.008738, 0.000257, 0.000000, MPI_Send
State, rank0, STATE, 0.008738, 0.008943, 0.000205, 0.000000, MPI_Send
State, rank0, STATE, 0.008943, 0.009214, 0.000271, 0.000000, MPI_Send
State, rank0, STATE, 0.009214, 0.009457, 0.000242, 0.000000, MPI_Send
State, rank0, STATE, 0.009779, 0.014504, 0.004726, 0.000000, MPI_Bcast
State, rank0, STATE, 0.120838, 0.121035, 0.000198, 0.000000, MPI_Recv
State, rank0, STATE, 0.121036, 0.121161, 0.000126, 0.000000, MPI_Recv
State, rank0, STATE, 0.121161, 0.149424, 0.028262, 0.000000, MPI_Recv
State, rank0, STATE, 0.149424, 0.149523, 0.000099, 0.000000, MPI_Recv
State, rank0, STATE, 0.149523, 0.149620, 0.000097, 0.000000, MPI_Recv
State, rank0, STATE, 0.149620, 0.149715, 0.000095, 0.000000, MPI_Recv
State, rank0, STATE, 0.149715, 0.149822, 0.000107, 0.000000, MPI_Recv
State, rank0, STATE, 0.149822, 0.149823, 0.000000, 0.000000, MPI_Wtime
State, rank0, STATE, 0.150250, 1.156656, 1.006405, 0.000000, MPI_Finalize
