Container, 0, 0, 0, 2.32184, 2.32184, 0
Container, 0, ROOT, 0, 2.32184, 2.32184, root
Container, root, PROCESS, 0.00274158, 2.32142, 2.31868, rank5
State, rank5, STATE, 0.002743, 0.002743, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.002743, 0.002744, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.002789, 0.003167, 0.000379, 0.000000, MPI_Irecv
State, rank5, STATE, 0.003177, 0.023744, 0.020567, 0.000000, MPI_Wait
State, rank5, STATE, 0.023763, 0.037011, 0.013248, 0.000000, MPI_Wait
State, rank5, STATE, 1.311777, 1.312741, 0.000963, 0.000000, MPI_Isend
State, rank5, STATE, 1.312778, 1.312813, 0.000035, 0.000000, MPI_Wait
State, rank5, STATE, 1.313302, 2.321421, 1.008119, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00223327, 2.32184, 2.31961, rank4
State, rank4, STATE, 0.002234, 0.002234, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.002235, 0.002235, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.002288, 0.002659, 0.000372, 0.000000, MPI_Irecv
State, rank4, STATE, 0.002668, 0.022852, 0.020184, 0.000000, MPI_Wait
State, rank4, STATE, 0.022871, 0.039011, 0.016140, 0.000000, MPI_Wait
State, rank4, STATE, 1.163226, 1.164186, 0.000959, 0.000000, MPI_Isend
State, rank4, STATE, 1.164220, 1.164251, 0.000031, 0.000000, MPI_Wait
State, rank4, STATE, 1.164650, 2.321839, 1.157188, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00114656, 2.32171, 2.32057, rank3
State, rank3, STATE, 0.001148, 0.001148, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.001149, 0.001149, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.001207, 0.001592, 0.000385, 0.000000, MPI_Irecv
State, rank3, STATE, 0.001601, 0.021772, 0.020170, 0.000000, MPI_Wait
State, rank3, STATE, 0.021791, 0.035178, 0.013388, 0.000000, MPI_Wait
State, rank3, STATE, 1.233171, 1.234110, 0.000938, 0.000000, MPI_Isend
State, rank3, STATE, 1.234143, 1.234161, 0.000018, 0.000000, MPI_Wait
State, rank3, STATE, 1.234527, 2.321714, 1.087187, 0.000000, MPI_Finalize
