Container, 0, 0, 0, 2.6608, 2.6608, 0
Container, 0, ROOT, 0, 2.6608, 2.6608, root
Container, root, PROCESS, 0.0121529, 2.65628, 2.64413, rank95
State, rank95, STATE, 0.012155, 0.012156, 0.000001, 0.000000, MPI_Comm_rank
State, rank95, STATE, 0.012156, 0.012167, 0.000010, 0.000000, MPI_Comm_size
State, rank95, STATE, 0.012242, 0.229733, 0.217491, 0.000000, MPI_Scatter
State, rank95, STATE, 0.229734, 0.820459, 0.590724, 0.000000, MPI_Bcast
State, rank95, STATE, 1.519256, 1.541314, 0.022058, 0.000000, MPI_Gather
State, rank95, STATE, 1.541490, 2.656281, 1.114791, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 2.65689, 2.65689, rank94
State, rank94, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank94, STATE, 0.000003, 0.000004, 0.000001, 0.000000, MPI_Comm_size
State, rank94, STATE, 0.000050, 0.226043, 0.225993, 0.000000, MPI_Scatter
State, rank94, STATE, 0.226045, 0.813030, 0.586984, 0.000000, MPI_Bcast
State, rank94, STATE, 1.540547, 1.541684, 0.001137, 0.000000, MPI_Gather
State, rank94, STATE, 1.541837, 2.656886, 1.115049, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00708413, 2.65889, 2.65181, rank93
State, rank93, STATE, 0.007086, 0.007087, 0.000001, 0.000000, MPI_Comm_rank
State, rank93, STATE, 0.007087, 0.007088, 0.000001, 0.000000, MPI_Comm_size
State, rank93, STATE, 0.007175, 0.175015, 0.167840, 0.000000, MPI_Scatter
State, rank93, STATE, 0.175016, 0.803639, 0.628623, 0.000000, MPI_Bcast
State, rank93, STATE, 1.524671, 1.525033, 0.000363, 0.000000, MPI_Gather
State, rank93, STATE, 1.525216, 2.658891, 1.133675, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0078702, 2.65872, 2.65085, rank92
State, rank92, STATE, 0.007872, 0.007873, 0.000001, 0.000000, MPI_Comm_rank
State, rank92, STATE, 0.007874, 0.007875, 0.000001, 0.000000, MPI_Comm_size
State, rank92, STATE, 0.007954, 0.173509, 0.165555, 0.000000, MPI_Scatter
State, rank92, STATE, 0.173511, 0.820571, 0.647060, 0.000000, MPI_Bcast
State, rank92, STATE, 1.388505, 1.542393, 0.153888, 0.000000, MPI_Gather
State, rank92, STATE, 1.542548, 2.658722, 1.116174, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00672102, 2.6587, 2.65198, rank91
State, rank91, STATE, 0.006722, 0.006723, 0.000000, 0.000000, MPI_Comm_rank
State, rank91, STATE, 0.006723, 0.006724, 0.000001, 0.000000, MPI_Comm_size
State, rank91, STATE, 0.006771, 0.171594, 0.164824, 0.000000, MPI_Scatter
State, rank91, STATE, 0.171595, 0.805145, 0.633549, 0.000000, MPI_Bcast
State, rank91, STATE, 1.193983, 1.194571, 0.000587, 0.000000, MPI_Gather
State, rank91, STATE, 1.194785, 2.658700, 1.463915, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00889516, 2.65922, 2.65032, rank90
State, rank90, STATE, 0.008896, 0.008896, 0.000000, 0.000000, MPI_Comm_rank
State, rank90, STATE, 0.008896, 0.008897, 0.000001, 0.000000, MPI_Comm_size
State, rank90, STATE, 0.008948, 0.170277, 0.161330, 0.000000, MPI_Scatter
State, rank90, STATE, 0.170278, 0.797357, 0.627079, 0.000000, MPI_Bcast
State, rank90, STATE, 1.185059, 1.195422, 0.010364, 0.000000, MPI_Gather
State, rank90, STATE, 1.195564, 2.659216, 1.463653, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.012589, 2.65842, 2.64583, rank9
State, rank9, STATE, 0.012590, 0.012591, 0.000001, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.012591, 0.012593, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.012658, 0.064908, 0.052249, 0.000000, MPI_Scatter
State, rank9, STATE, 0.064910, 0.276350, 0.211440, 0.000000, MPI_Bcast
State, rank9, STATE, 0.939669, 0.940130, 0.000461, 0.000000, MPI_Gather
State, rank9, STATE, 0.940479, 2.658416, 1.717937, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0026617, 2.65782, 2.65516, rank89
State, rank89, STATE, 0.002662, 0.002663, 0.000000, 0.000000, MPI_Comm_rank
State, rank89, STATE, 0.002663, 0.002664, 0.000000, 0.000000, MPI_Comm_size
State, rank89, STATE, 0.002706, 0.168527, 0.165820, 0.000000, MPI_Scatter
State, rank89, STATE, 0.168528, 0.787695, 0.619168, 0.000000, MPI_Bcast
