Container, 0, 0, 0, 1.2237, 1.2237, 0
Container, 0, ROOT, 0, 1.2237, 1.2237, root
Container, root, PROCESS, 0.00200534, 1.22132, 1.21932, rank9
State, rank9, STATE, 0.002007, 0.002007, 0.000000, 0.000000, MPI_Comm_rank
State, rank9, STATE, 0.002007, 0.002008, 0.000001, 0.000000, MPI_Comm_size
State, rank9, STATE, 0.002045, 0.022926, 0.020881, 0.000000, MPI_Scatter
State, rank9, STATE, 0.022928, 0.125903, 0.102975, 0.000000, MPI_Bcast
State, rank9, STATE, 0.157451, 0.157525, 0.000073, 0.000000, MPI_Gather
State, rank9, STATE, 0.157701, 1.221323, 1.063622, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00449038, 1.22332, 1.21883, rank8
State, rank8, STATE, 0.004492, 0.004492, 0.000000, 0.000000, MPI_Comm_rank
State, rank8, STATE, 0.004492, 0.004493, 0.000000, 0.000000, MPI_Comm_size
State, rank8, STATE, 0.004534, 0.022641, 0.018108, 0.000000, MPI_Scatter
State, rank8, STATE, 0.022642, 0.126680, 0.104038, 0.000000, MPI_Bcast
State, rank8, STATE, 0.159005, 0.166709, 0.007704, 0.000000, MPI_Gather
State, rank8, STATE, 0.166826, 1.223317, 1.056492, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00489402, 1.22277, 1.21788, rank7
State, rank7, STATE, 0.004895, 0.004895, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.004895, 0.004896, 0.000000, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.004933, 0.022361, 0.017428, 0.000000, MPI_Scatter
State, rank7, STATE, 0.022362, 0.126564, 0.104202, 0.000000, MPI_Bcast
State, rank7, STATE, 0.157338, 0.159537, 0.002199, 0.000000, MPI_Gather
State, rank7, STATE, 0.159722, 1.222770, 1.063048, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0112762, 1.22245, 1.21117, rank63
State, rank63, STATE, 0.011277, 0.011278, 0.000000, 0.000000, MPI_Comm_rank
State, rank63, STATE, 0.011278, 0.011279, 0.000001, 0.000000, MPI_Comm_size
State, rank63, STATE, 0.011313, 0.118395, 0.107082, 0.000000, MPI_Scatter
State, rank63, STATE, 0.118396, 0.169003, 0.050606, 0.000000, MPI_Bcast
State, rank63, STATE, 0.199655, 0.201141, 0.001487, 0.000000, MPI_Gather
State, rank63, STATE, 0.201303, 1.222446, 1.021144, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00388932, 1.22288, 1.21899, rank62
State, rank62, STATE, 0.003891, 0.003891, 0.000000, 0.000000, MPI_Comm_rank
State, rank62, STATE, 0.003891, 0.003892, 0.000001, 0.000000, MPI_Comm_size
State, rank62, STATE, 0.003934, 0.117702, 0.113769, 0.000000, MPI_Scatter
State, rank62, STATE, 0.117704, 0.167795, 0.050091, 0.000000, MPI_Bcast
State, rank62, STATE, 0.200950, 0.201244, 0.000295, 0.000000, MPI_Gather
State, rank62, STATE, 0.201422, 1.222878, 1.021456, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0120318, 1.22261, 1.21057, rank61
State, rank61, STATE, 0.012033, 0.012033, 0.000000, 0.000000, MPI_Comm_rank
State, rank61, STATE, 0.012033, 0.012034, 0.000001, 0.000000, MPI_Comm_size
State, rank61, STATE, 0.012077, 0.117065, 0.104988, 0.000000, MPI_Scatter
State, rank61, STATE, 0.117065, 0.165899, 0.048834, 0.000000, MPI_Bcast
