Container, 0, 0, 0, 2.15817, 2.15817, 0
Container, 0, ROOT, 0, 2.15817, 2.15817, root
Container, root, PROCESS, 0.00122023, 2.15712, 2.1559, rank7
State, rank7, STATE, 0.001221, 0.001221, 0.000000, 0.000000, MPI_Comm_rank
State, rank7, STATE, 0.001222, 0.001222, 0.000000, 0.000000, MPI_Comm_size
State, rank7, STATE, 0.001259, 0.026049, 0.024790, 0.000000, MPI_Scatter
State, rank7, STATE, 0.026049, 0.052912, 0.026863, 0.000000, MPI_Bcast
State, rank7, STATE, 1.144200, 1.145222, 0.001022, 0.000000, MPI_Gather
State, rank7, STATE, 1.145481, 2.157118, 1.011637, 0.000000, MPI_Finalize
Container, root, PROCESS, 0, 2.15787, 2.15787, rank6
State, rank6, STATE, 0.000002, 0.000002, 0.000000, 0.000000, MPI_Comm_rank
State, rank6, STATE, 0.000003, 0.000004, 0.000001, 0.000000, MPI_Comm_size
State, rank6, STATE, 0.000044, 0.025311, 0.025268, 0.000000, MPI_Scatter
State, rank6, STATE, 0.025312, 0.048856, 0.023544, 0.000000, MPI_Bcast
State, rank6, STATE, 1.141916, 1.146338, 0.004422, 0.000000, MPI_Gather
State, rank6, STATE, 1.146590, 2.157867, 1.011277, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00413442, 2.15801, 2.15387, rank5
State, rank5, STATE, 0.004135, 0.004135, 0.000000, 0.000000, MPI_Comm_rank
State, rank5, STATE, 0.004136, 0.004137, 0.000001, 0.000000, MPI_Comm_size
State, rank5, STATE, 0.004182, 0.024597, 0.020415, 0.000000, MPI_Scatter
State, rank5, STATE, 0.024598, 0.045166, 0.020568, 0.000000, MPI_Bcast
State, rank5, STATE, 1.061942, 1.087091, 0.025149, 0.000000, MPI_Gather
State, rank5, STATE, 1.087463, 2.158006, 1.070544, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00231671, 2.15817, 2.15585, rank4
State, rank4, STATE, 0.002318, 0.002318, 0.000000, 0.000000, MPI_Comm_rank
State, rank4, STATE, 0.002318, 0.002319, 0.000001, 0.000000, MPI_Comm_size
State, rank4, STATE, 0.002361, 0.023884, 0.021523, 0.000000, MPI_Scatter
State, rank4, STATE, 0.023885, 0.041856, 0.017971, 0.000000, MPI_Bcast
State, rank4, STATE, 1.084445, 1.148072, 0.063627, 0.000000, MPI_Gather
State, rank4, STATE, 1.148373, 2.158170, 1.009797, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.000652075, 2.15796, 2.15731, rank3
State, rank3, STATE, 0.000653, 0.000653, 0.000000, 0.000000, MPI_Comm_rank
State, rank3, STATE, 0.000654, 0.000654, 0.000001, 0.000000, MPI_Comm_size
State, rank3, STATE, 0.000695, 0.023246, 0.022551, 0.000000, MPI_Scatter
State, rank3, STATE, 0.023247, 0.037346, 0.014099, 0.000000, MPI_Bcast
State, rank3, STATE, 1.125226, 1.126475, 0.001250, 0.000000, MPI_Gather
State, rank3, STATE, 1.126821, 2.157964, 1.031143, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0017879, 2.15817, 2.15638, rank2
State, rank2, STATE, 0.001790, 0.001790, 0.000000, 0.000000, MPI_Comm_rank
State, rank2, STATE, 0.001791, 0.001792, 0.000001, 0.000000, MPI_Comm_size
State, rank2, STATE, 0.001841, 0.022635, 0.020794, 0.000000, MPI_Scatter
State, rank2, STATE, 0.022638, 0.052903, 0.030266, 0.000000, MPI_Bcast
State, rank2, STATE, 0.915454, 1.127438, 0.211984, 0.000000, MPI_Gather
State, rank2, STATE, 1.127685, 2.158172, 1.030487, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.00354219, 2.15712, 2.15358, rank1
State, rank1, STATE, 0.003543, 0.003543, 0.000000, 0.000000, MPI_Comm_rank
State, rank1, STATE, 0.003544, 0.003544, 0.000000, 0.000000, MPI_Comm_size
State, rank1, STATE, 0.003585, 0.021851, 0.018267, 0.000000, MPI_Scatter
State, rank1, STATE, 0.021852, 0.030708, 0.008856, 0.000000, MPI_Bcast
State, rank1, STATE, 1.138087, 1.138884, 0.000797, 0.000000, MPI_Gather
State, rank1, STATE, 1.139300, 2.157118, 1.017818, 0.000000, MPI_Finalize
Container, root, PROCESS, 0.0029192, 2.15662, 2.1537, rank0
State, rank0, STATE, 0.002920, 0.002920, 0.000000, 0.000000, MPI_Comm_rank
State, rank0, STATE, 0.002921, 0.002922, 0.000001, 0.000000, MPI_Comm_size
State, rank0, STATE, 0.019164, 0.019168, 0.000004, 0.000000, MPI_Wtime
State, rank0, STATE, 0.019179, 0.025368, 0.006189, 0.000000, MPI_Scatter
State, rank0, STATE, 0.025370, 0.052818, 0.027448, 0.000000, MPI_Bcast
State, rank0, STATE, 0.909665, 1.148336, 0.238671, 0.000000, MPI_Gather
State, rank0, STATE, 1.148336, 1.148337, 0.000001, 0.000000, MPI_Wtime
State, rank0, STATE, 1.149331, 2.156618, 1.007287, 0.000000, MPI_Finalize
